incident_entry_id,nearest_intersection,offense_category,offense_description,state_offense_code,arrest_charge,charge_description,incident_occurred_at,scout_car_area,police_precinct,zip_code,longitude,latitude
620305-1304,Bringard Dr & Pelkey St,AGGRAVATED ASSAULT,NON-FATAL SHOOTING,1304,13004,NON-FATAL SHOOTING,2021-01-04 01:28:00,0901,09,48205,-82.98674487201491,42.445795574149
734432-1304,Lesure St & W Outer Dr,AGGRAVATED ASSAULT,NON-FATAL SHOOTING,1304,13004,NON-FATAL SHOOTING,2021-10-25 20:45:00,1206,12,48235,-83.18234210153801,42.4201758426176
743479-2900,Hessel Ave & Fenmore St,DAMAGE TO PROPERTY,NON-FATAL SHOOTING,2900,29000,DAMAGE TO PROPERTY,2021-11-16 05:53:00,0804,08,48235,-83.21844821593554,42.44263850673687
743460-1304,Hessel Ave & Fenmore St,AGGRAVATED ASSAULT,NON-FATAL SHOOTING,1304,13004,NON-FATAL SHOOTING,2021-11-16 05:53:00,0804,08,48235,-83.21844821593554,42.44263850673687
743370-0903,Gratiot Ave & Conner St,HOMICIDE,NEGLIGENT HOMICIDE - VEHICLE / BOAT / SNOWMOBILE / ORV,0903,09003,NEGLIGENT HOMICIDE - VEHICLE / BOAT / SNOWMOBILE / ORV,2021-11-16 02:27:00,0908,09,48213,-82.99748927669798,42.40492126661912
739473-1304,Pickford St & Meyers Rd,AGGRAVATED ASSAULT,AGGRAVATED / FELONIOUS ASSAULT,1304,13004,NON-FATAL SHOOTING,2021-06-19 23:20:00,1207,12,48235,-83.17049420692393,42.42583264067748
732350-1304,Cambridge Ave & Birwood St,AGGRAVATED ASSAULT,NON-FATAL SHOOTING,1304,13004,NON-FATAL SHOOTING,2021-09-09 17:43:00,1202,12,48221,-83.1653638571035,42.4331076578149
743147-1304,Moross Rd & Lanark St,AGGRAVATED ASSAULT,AGGRAVATED / FELONIOUS ASSAULT,1304,13004,NON-FATAL SHOOTING,2021-07-04 01:30:00,0907,09,48224,-82.93217925184925,42.42580912818808
732575-1304,Albany St & E Nevada St,AGGRAVATED ASSAULT,NON-FATAL SHOOTING,1304,13004,NON-FATAL SHOOTING,2021-10-21 14:52:00,1108,11,48234,-83.04462093533657,42.42627371280912
691248-0901,Waveney St & Grayton St,HOMICIDE,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY),0901,09001,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY),2021-07-12 23:17:00,0507,05,48224,-82.92886889900365,42.40045858049789
701079-0901,Carlisle St & Gratiot Ave,HOMICIDE,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY),0901,09001,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY),2021-08-06 23:56:00,0902,09,48205,-82.96853889043213,42.448950649617466
727977-0901,Beland St & Lappin St,HOMICIDE,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY),0901,09001,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY),2021-10-11 00:23:00,0901,09,48234,-83.00896255471994,42.43635388881555
732049-0901,Gratiot Ave & Linnhurst St,HOMICIDE,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY),0901,09001,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY),2021-10-20 05:01:00,0906,09,48205,-82.98011417375143,42.4314027040181
656260-0901,Saint Thomas St & Saint Cyril Ave,HOMICIDE,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY),0901,09001,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY),2021-04-18 01:16:00,0702,07,48213,-83.02595894478755,42.38887422670093
730972-1304,Curtis St & Avon Ave,AGGRAVATED ASSAULT,NON-FATAL SHOOTING,1304,13004,NON-FATAL SHOOTING,2021-10-17 23:50:00,0807,08,48219,-83.22612282276438,42.42264681304694
743618-1304,Castleton St & Shirley Ave,AGGRAVATED ASSAULT,NON-FATAL SHOOTING,1304,13004,NON-FATAL SHOOTING,2021-11-17 13:45:00,0204,02,48227,-83.18244727190933,42.37616252161911
743656-4801,Castleton St & Shirley Ave,OBSTRUCTING THE POLICE,NON-FATAL SHOOTING,4801,48000,OBSTRUCTING POLICE,2021-11-17 13:45:00,0204,02,48227,-83.18244727190933,42.37616252161911
722075-1304,W McNichols Rd & Littlefield St,AGGRAVATED ASSAULT,NON-FATAL SHOOTING,1304,13004,NON-FATAL SHOOTING,2021-09-27 00:13:00,1210,12,48235,-83.17642871019295,42.41661211508036
741629-2900,Gratiot Ave & Lappin St,DAMAGE TO PROPERTY,NON-FATAL SHOOTING,2900,29000,DAMAGE TO PROPERTY,2021-11-12 01:49:00,0902,09,48205,-82.97639201995733,42.43704801028724
741588-1304,Gratiot Ave & Lappin St,AGGRAVATED ASSAULT,NON-FATAL SHOOTING,1304,13004,NON-FATAL SHOOTING,2021-11-12 01:49:00,0902,09,48205,-82.97639201995733,42.43704801028724
725073-0901,Saint Patrick St & Bradford St,HOMICIDE,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY),0901,09001,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY),2021-09-25 22:00:00,0909,09,48205,-82.99438141088889,42.41280669418053
742028-0901,College St & Conner St,HOMICIDE,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY),0901,09001,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY),2021-11-12 15:49:00,0908,09,48205,-83.00802785497238,42.41349276471236
992830-1304,Schoolcraft St & Kentfield St,AGGRAVATED ASSAULT,AGGRAVATED / FELONIOUS ASSAULT,1304,13004,NON-FATAL SHOOTING,2023-07-15 03:30:00,0602,06,48223,-83.23998133541366,42.38620087465597
870296-3501,Puritan St & Kentfield St,DANGEROUS DRUGS,NON-FATAL SHOOTING,3501,35001,VIOLATION OF CONTROLED SUBSTANCE ACT - (VCSA),2021-11-06 13:32:00,0810,08,48219,-83.24076710594866,42.4078324702764
739315-2601,Puritan St & Kentfield St,FRAUD,NON-FATAL SHOOTING,2601,26001,FRAUD - FALSE PRETENSE / SWINDLE / CONFIDENCE GAME,2021-11-06 13:32:00,0810,08,48219,-83.24076710594866,42.4078324702764
739467-2402,Puritan St & Kentfield St,STOLEN PROPERTY,NON-FATAL SHOOTING,2402,24002,MOTOR VEHICLE AS STOLEN PROPERTY (RECOVERED ONLY),2021-11-06 13:32:00,0810,08,48219,-83.24076710594866,42.4078324702764
739288-1304,Puritan St & Kentfield St,AGGRAVATED ASSAULT,NON-FATAL SHOOTING,1304,13004,NON-FATAL SHOOTING,2021-11-06 13:32:00,0810,08,48219,-83.24076710594866,42.4078324702764
713947-0901,N M 39 Service Drive & Joy Rd,HOMICIDE,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY),0901,09001,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY),2021-09-08 20:30:00,0608,06,48228,-83.21605966616384,42.35786404388817
733609-0901,Colfax St & Allendale St,HOMICIDE,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY),0901,09001,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY),2021-10-23 18:30:00,1006,10,48204,-83.12871271800124,42.35262872304308
738856-1304,Monica St & Cortland St,AGGRAVATED ASSAULT,NON-FATAL SHOOTING,1304,13004,NON-FATAL SHOOTING,2021-11-05 13:30:00,1004,10,48204,-83.1424750495428,42.3792387987828
741368-1304,Kentfield St & W 8 Mile Rd,AGGRAVATED ASSAULT,AGGRAVATED / FELONIOUS ASSAULT,1304,13004,NON-FATAL SHOOTING,2021-11-11 13:07:00,0802,08,48219,-83.24306978264114,42.44368244212784
736603-1304,W Grand Blvd & Lincoln St,AGGRAVATED ASSAULT,NON-FATAL SHOOTING,1304,13004,NON-FATAL SHOOTING,2021-10-30 17:50:00,1008,10,48202,-83.08259027063764,42.36679265108998
739045-1304,Cherrylawn St & Lyndon St,AGGRAVATED ASSAULT,NON-FATAL SHOOTING,1304,13004,NON-FATAL SHOOTING,2021-11-06 00:00:00,1001,10,48238,-83.1541935429878,42.39529485104431
987934-1304,Chalfonte St & Holmur St,AGGRAVATED ASSAULT,NON-FATAL SHOOTING,1304,13004,NON-FATAL SHOOTING,2023-07-05 00:49:00,1001,10,48238,-83.13669604548967,42.40063452981771
706669-1304,Orangelawn St & Artesian St,AGGRAVATED ASSAULT,NON-FATAL SHOOTING,1304,13004,NON-FATAL SHOOTING,2021-08-22 00:20:00,0607,06,48228,-83.22638274708524,42.36730829833785
706684-2900,Orangelawn St & Artesian St,DAMAGE TO PROPERTY,NON-FATAL SHOOTING,2900,29000,DAMAGE TO PROPERTY,2021-08-22 00:20:00,0607,06,48228,-83.22638274708524,42.36730829833785
708012-1304,Robson St & Wadsworth St,AGGRAVATED ASSAULT,NON-FATAL SHOOTING,1304,13004,NON-FATAL SHOOTING,2021-08-25 16:35:00,0204,02,48227,-83.19218126518837,42.37489850579891
778906-1304,Longview St & Chalmers St,AGGRAVATED ASSAULT,AGGRAVATED / FELONIOUS ASSAULT,1304,13004,NON-FATAL SHOOTING,2021-03-16 01:09:00,0910,09,48213,-82.96863140591286,42.41119572963306
726678-1304,Lambert St & Townsend St,AGGRAVATED ASSAULT,NON-FATAL SHOOTING,1304,13004,NON-FATAL SHOOTING,2021-10-07 20:05:00,0705,07,48213,-83.02161168753291,42.38347252971082
727716-1304,Lawton St & Waverly,AGGRAVATED ASSAULT,NON-FATAL SHOOTING,1304,13004,NON-FATAL SHOOTING,2021-10-09 22:08:00,1003,10,48238,-83.1245005227268,42.39131075862158
737588-1304,Stahelin Ave & Joy Rd,AGGRAVATED ASSAULT,NON-FATAL SHOOTING,1304,13004,NON-FATAL SHOOTING,2021-11-02 13:12:00,0607,06,48228,-83.22486456043698,42.35773605642875
681105-1304,E 7 Mile Rd & Strasburg St,AGGRAVATED ASSAULT,NON-FATAL SHOOTING,1304,13004,NON-FATAL SHOOTING,2021-06-13 14:32:00,0901,09,48205,-82.99851295703071,42.43461963022285
729364-1304,W McNichols Rd & Ashton Ave,AGGRAVATED ASSAULT,NON-FATAL SHOOTING,1304,13004,NON-FATAL SHOOTING,2021-10-14 00:14:00,0807,08,48219,-83.22006746282355,42.415535977014
728932-1304,Cadillac Ave & Moffat St,AGGRAVATED ASSAULT,NON-FATAL SHOOTING,1304,13004,NON-FATAL SHOOTING,2021-10-13 04:50:00,0501,05,48213,-82.99837083918048,42.38469814021596
729805-2201,Fargo St & Archdale St,BURGLARY,NON-FATAL SHOOTING,2201,22001,BURGLARY - FORCED ENTRY,2021-10-15 01:45:00,0804,08,48235,-83.21712556983213,42.43905298787016
729806-1304,Fargo St & Archdale St,AGGRAVATED ASSAULT,NON-FATAL SHOOTING,1304,13004,NON-FATAL SHOOTING,2021-10-15 01:45:00,0804,08,48235,-83.21712556983213,42.43905298787016
732158-1304,Crusade St & Lappin St,AGGRAVATED ASSAULT,NON-FATAL SHOOTING,1304,13004,NON-FATAL SHOOTING,2021-10-17 14:39:00,0903,09,48205,-82.96068582917925,42.43733777368257
983073-5203,Cortland St & Northlawn St,WEAPONS OFFENSES,NON-FATAL SHOOTING,5203,52003,WEAPONS OFFENSE - OTHER,2023-06-23 17:30:00,0206,02,48204,-83.15275463244932,42.37907995267717
982998-1304,Cortland St & Northlawn St,AGGRAVATED ASSAULT,NON-FATAL SHOOTING,1304,13004,NON-FATAL SHOOTING,2023-06-23 17:30:00,0206,02,48204,-83.15275463244932,42.37907995267717
983154-2900,Cortland St & Northlawn St,DAMAGE TO PROPERTY,NON-FATAL SHOOTING,2900,29000,DAMAGE TO PROPERTY,2023-06-23 17:30:00,0206,02,48204,-83.15275463244932,42.37907995267717
688678-1304,Seward St & Virginia Park Ct,AGGRAVATED ASSAULT,NON-FATAL SHOOTING,1304,13004,NON-FATAL SHOOTING,2021-07-06 08:30:00,0303,03,48202,-83.07742150361962,42.37478060473641
987952-1304,Dix & Lonyo St,AGGRAVATED ASSAULT,NON-FATAL SHOOTING,1304,13004,NON-FATAL SHOOTING,2023-07-04 22:45:00,0407,04,48209,-83.13431466599386,42.31646008681287
701477-0901,Puritan St & Westbrook St,HOMICIDE,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY),0901,09001,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY),2021-08-07 04:30:00,0810,08,48219,-83.2507023207689,42.40764325055624
651644-1304,Saratoga St & Rex St,AGGRAVATED ASSAULT,NON-FATAL SHOOTING,1304,13004,NON-FATAL SHOOTING,2021-04-05 02:18:00,0906,09,48205,-82.95813983935012,42.433134451017565
732351-3501,Lumpkin St & Modern Ave,DANGEROUS DRUGS,NON-FATAL SHOOTING,3501,35001,VIOLATION OF CONTROLED SUBSTANCE ACT - (VCSA),2021-10-20 15:54:00,1110,11,48212,-83.0783021382582,42.41566548879469
732157-1304,Lumpkin St & Modern Ave,AGGRAVATED ASSAULT,NON-FATAL SHOOTING,1304,13004,NON-FATAL SHOOTING,2021-10-20 15:54:00,1110,11,48212,-83.0783021382582,42.41566548879469
732155-1304,W Grand Blvd & W Warren Ave,AGGRAVATED ASSAULT,NON-FATAL SHOOTING,1304,13004,NON-FATAL SHOOTING,2021-10-20 15:48:00,0304,03,48208,-83.10786752682046,42.344801434531824
731441-1304,Harvard Rd & Berden St,AGGRAVATED ASSAULT,AGGRAVATED / FELONIOUS ASSAULT,1304,13004,NON-FATAL SHOOTING,2021-10-19 04:42:00,0504,05,48224,-82.93627151822052,42.41388448002264
729833-1304,W Chicago St & Steel St,AGGRAVATED ASSAULT,NON-FATAL SHOOTING,1304,13004,NON-FATAL SHOOTING,2021-10-15 03:45:00,0208,02,48228,-83.17037136309479,42.36595607940741
981180-1304,Hughes St & Wisconsin St,AGGRAVATED ASSAULT,AGGRAVATED / FELONIOUS ASSAULT,1304,13004,NON-FATAL SHOOTING,2023-06-19 18:56:00,1211,12,48238,-83.15652980362988,42.40509814589259
733311-0901,Michigan Ave & Tarnow St,HOMICIDE,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY),0901,09001,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY),2021-10-23 05:50:00,0405,04,48210,-83.13444389879106,42.33111214967504
667249-0901,Florence St & Mark Twain St,HOMICIDE,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY),0901,09001,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY),2021-05-16 21:20:00,0201,02,48235,-83.18702455080556,42.41157673746242
715357-1304,E Lantz St & Fleming St,AGGRAVATED ASSAULT,NON-FATAL SHOOTING,1304,13004,NON-FATAL SHOOTING,2021-09-11 00:13:00,1102,11,48234,-83.07937758936242,42.43779823488829
703981-1304,Pinehurst St & Chippewa St,AGGRAVATED ASSAULT,NON-FATAL SHOOTING,1304,13004,NON-FATAL SHOOTING,2021-08-15 00:37:00,1202,12,48221,-83.16781233757374,42.44078850659994
730239-1304,W Grand Blvd & Lincoln St,AGGRAVATED ASSAULT,NON-FATAL SHOOTING,1304,13004,NON-FATAL SHOOTING,2021-10-16 00:21:00,1008,10,48202,-83.08259027063764,42.36679265108998
730346-2900,W Grand Blvd & Lincoln St,DAMAGE TO PROPERTY,NON-FATAL SHOOTING,2900,29000,DAMAGE TO PROPERTY,2021-10-16 00:21:00,1008,10,48202,-83.08259027063764,42.36679265108998
690601-1304,John R St & W McNichols Rd,AGGRAVATED ASSAULT,NON-FATAL SHOOTING,1304,13004,NON-FATAL SHOOTING,2021-07-11 01:50:00,1205,12,48203,-83.10181647313878,42.41783665901388
737301-2900,Evergreen Rd & Schoolcraft St,DAMAGE TO PROPERTY,NON-FATAL SHOOTING,2900,29000,DAMAGE TO PROPERTY,2021-10-17 17:15:00,0813,08,48223,-83.23684279241505,42.38626330342056
730848-1304,Evergreen Rd & Schoolcraft St,AGGRAVATED ASSAULT,NON-FATAL SHOOTING,1304,13004,NON-FATAL SHOOTING,2021-10-17 17:15:00,0813,08,48223,-83.23684279241505,42.38626330342056
777007-0902,Syracuse St & Amrad St,HOMICIDE,NEGLIGENT HOMICIDE / MANSLAUGHTER (INVOLUNTARY),0902,09002,NEGLIGENT HOMICIDE / MANSLAUGHTER (INVOLUNTARY),2021-10-17 16:22:00,1103,11,48234,-83.04636999298334,42.44440596675504
673677-1304,Woodrow Wilson St & Taylor St,AGGRAVATED ASSAULT,NON-FATAL SHOOTING,1304,13004,NON-FATAL SHOOTING,2021-05-31 15:00:00,1008,10,48206,-83.09603282635338,42.376660070292274
730710-1304,Monica St & Fullerton St,AGGRAVATED ASSAULT,NON-FATAL SHOOTING,1304,13004,NON-FATAL SHOOTING,2021-10-17 11:30:00,1002,10,48238,-83.14255705831371,42.38112597518428
706373-1304,Faust Ave & W 8 Mile Rd,AGGRAVATED ASSAULT,NON-FATAL SHOOTING,1304,13004,NON-FATAL SHOOTING,2021-08-20 23:00:00,0803,08,48219,-83.22485782195996,42.44407541580799
695729-1304,W Chicago St & Lauder St,AGGRAVATED ASSAULT,NON-FATAL SHOOTING,1304,13004,NON-FATAL SHOOTING,2021-07-24 11:15:00,0207,02,48228,-83.18966902440896,42.36553980587622
727939-1304,Saint Aubin St & E Lafayette St,AGGRAVATED ASSAULT,NON-FATAL SHOOTING,1304,13004,NON-FATAL SHOOTING,2021-10-11 00:30:00,0709,07,48207,-83.0299055702544,42.33916154552945
717497-0901,Moenart St & E Nevada St,HOMICIDE,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY),0901,09001,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY),2021-09-15 21:10:00,1108,11,48234,-83.04994637969048,42.42616109413341
728601-1304,Greenfield Rd & W 8 Mile Rd,AGGRAVATED ASSAULT,AGGRAVATED / FELONIOUS ASSAULT,1304,13004,NON-FATAL SHOOTING,2021-10-12 08:03:00,1201,12,,-83.20052493329865,42.44479540666333
718725-1304,W 7 Mile Rd & Ashton Ave,AGGRAVATED ASSAULT,AGGRAVATED / FELONIOUS ASSAULT,1304,13004,NON-FATAL SHOOTING,2021-09-18 19:27:00,0807,08,48219,-83.22049589805917,42.4299970923594
703952-1304,Joseph Campau St & E Nevada St,AGGRAVATED ASSAULT,NON-FATAL SHOOTING,1304,13004,NON-FATAL SHOOTING,2021-08-14 20:30:00,1107,11,48212,-83.0728143308781,42.42579157473169
719762-1304,Lesure St & W Outer Dr,AGGRAVATED ASSAULT,NON-FATAL SHOOTING,1304,13004,NON-FATAL SHOOTING,2021-09-21 14:30:00,1206,12,48235,-83.18234210153801,42.4201758426176
725444-1304,Whitehill St & Grayton St,AGGRAVATED ASSAULT,NON-FATAL SHOOTING,1304,13004,NON-FATAL SHOOTING,2021-10-05 01:28:00,0907,09,48224,-82.9553311314944,42.422650477759404
925159-2900,Margareta St & Grandville/Margareta Cutoff,DAMAGE TO PROPERTY,NON-FATAL SHOOTING,2900,29000,DAMAGE TO PROPERTY,2023-02-10 23:30:00,0807,08,48219,-83.23267733476848,42.42670639306302
925142-1304,Margareta St & Grandville/Margareta Cutoff,AGGRAVATED ASSAULT,NON-FATAL SHOOTING,1304,13004,NON-FATAL SHOOTING,2023-02-10 23:30:00,0807,08,48219,-83.23267733476848,42.42670639306302
712215-0901,Elmira St & Wyoming St,HOMICIDE,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY),0901,09001,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY),2021-09-04 21:05:00,0208,02,48204,-83.15844680241783,42.37134918257265
727573-1304,Crane St & Louis St,AGGRAVATED ASSAULT,NON-FATAL SHOOTING,1304,13004,NON-FATAL SHOOTING,2021-10-10 00:05:00,0708,07,48214,-82.99409531940243,42.36483133247705
718402-1304,2nd Blvd & Calvert St,AGGRAVATED ASSAULT,NON-FATAL SHOOTING,1304,13004,NON-FATAL SHOOTING,2021-09-18 01:30:00,1005,10,48202,-83.08919157795565,42.3883212900311
706321-1304,Montrose St & W 7 Mile Rd,AGGRAVATED ASSAULT,NON-FATAL SHOOTING,1304,13004,NON-FATAL SHOOTING,2021-08-20 23:50:00,0808,08,48235,-83.20202348514864,42.43039129757783
706469-1304,Park Dr & Wilshire Dr,AGGRAVATED ASSAULT,NON-FATAL SHOOTING,1304,13004,NON-FATAL SHOOTING,2021-08-21 09:48:00,0910,09,48213,-82.98083719905469,42.409322181832906
728632-1304,Parkinson St & Cecil St,AGGRAVATED ASSAULT,NON-FATAL SHOOTING,1304,13004,NON-FATAL SHOOTING,2021-10-12 16:25:00,0405,04,48210,-83.13190062055814,42.33112536209434
969713-1304,Eastwood St & Schoenherr St,AGGRAVATED ASSAULT,NON-FATAL SHOOTING,1304,13004,NON-FATAL SHOOTING,2023-05-26 00:48:00,0905,09,48205,-82.98504262998345,42.43311768145446
807225-0901,Rockdale St & W Outer Dr,HOMICIDE,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY),0901,09001,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY),2022-05-01 22:56:00,0603,06,48223,-83.25762648595872,42.38357627955442
719475-0901,Kelly Rd & McCormick St,HOMICIDE,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY),0901,09001,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY),2021-09-20 21:47:00,0907,09,48224,-82.9523329510953,42.43532108447863
682488-0901,McGraw St & Livernois Ave,HOMICIDE,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY),0901,09001,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY),2021-06-19 21:50:00,0402,04,48210,-83.1273893600533,42.340839131697706
682489-1304,McGraw St & Livernois Ave,AGGRAVATED ASSAULT,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY),1304,13004,NON-FATAL SHOOTING,2021-06-19 21:50:00,0402,04,48210,-83.1273893600533,42.340839131697706
717475-2900,Melbourne St & Oakland St,DAMAGE TO PROPERTY,NON-FATAL SHOOTING,2900,29000,DAMAGE TO PROPERTY,2021-09-15 14:32:00,0302,03,48202,-83.0684659720212,42.379739109108
717387-1304,Melbourne St & Oakland St,AGGRAVATED ASSAULT,NON-FATAL SHOOTING,1304,13004,NON-FATAL SHOOTING,2021-09-15 14:32:00,0302,03,48202,-83.0684659720212,42.379739109108
694877-1304,Prest St & Joy Rd,AGGRAVATED ASSAULT,NON-FATAL SHOOTING,1304,13004,NON-FATAL SHOOTING,2021-07-22 03:00:00,0207,02,48228,-83.19590575964448,42.3581573892756
694915-2900,Prest St & Joy Rd,DAMAGE TO PROPERTY,NON-FATAL SHOOTING,2900,29000,DAMAGE TO PROPERTY,2021-07-22 03:00:00,0207,02,48228,-83.19590575964448,42.3581573892756
644097-1304,Mansfield St & Santa Maria St,AGGRAVATED ASSAULT,NON-FATAL SHOOTING,1304,13004,NON-FATAL SHOOTING,2021-03-14 23:35:00,0808,08,48235,-83.20585993874748,42.41765724924519
719485-1304,Evergreen Rd & W 7 Mile Rd,AGGRAVATED ASSAULT,NON-FATAL SHOOTING,1304,13004,NON-FATAL SHOOTING,2021-09-21 00:00:00,0802,08,48219,-83.23885588961936,42.42958160032501
708659-0901,W Chicago St & Brace St,HOMICIDE,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY),0901,09001,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY),2021-08-27 00:07:00,0607,06,48228,-83.22389392942651,42.36493856723459
726280-1304,Frontenac St & Harper Ave,AGGRAVATED ASSAULT,NON-FATAL SHOOTING,1304,13004,NON-FATAL SHOOTING,2021-10-07 01:34:00,0702,07,48211,-83.02689356197776,42.38553365907937
689113-1304,Fenkell St & Parkside St,AGGRAVATED ASSAULT,NON-FATAL SHOOTING,1304,13004,NON-FATAL SHOOTING,2021-07-04 19:30:00,1001,10,48238,-83.13113063489143,42.40288470233516
673815-1304,Queen St & Coram St,AGGRAVATED ASSAULT,NON-FATAL SHOOTING,1304,13004,NON-FATAL SHOOTING,2021-06-01 16:43:00,0902,09,48205,-82.96870247233507,42.43828367111172
722484-1304,Sussex St & Cambridge Ave,AGGRAVATED ASSAULT,NON-FATAL SHOOTING,1304,13004,NON-FATAL SHOOTING,2021-09-28 02:42:00,1206,12,48235,-83.19620501300197,42.43231385790245
720769-1304,Newport St & Camden Ave,AGGRAVATED ASSAULT,NON-FATAL SHOOTING,1304,13004,NON-FATAL SHOOTING,2021-09-23 23:55:00,0910,09,48213,-82.96883996456432,42.406268651522645
720754-1304,Alpha St & Conant St,AGGRAVATED ASSAULT,NON-FATAL SHOOTING,1304,13004,NON-FATAL SHOOTING,2021-09-24 00:52:00,1107,11,48212,-83.06401029633226,42.419275614056296
713942-1304,W 7 Mile Rd & Heyden St,AGGRAVATED ASSAULT,NON-FATAL SHOOTING,1304,13004,NON-FATAL SHOOTING,2021-09-09 02:00:00,0802,08,48219,-83.24075689108246,42.42953671735297
722780-1304,S Annabelle St & Visger St,AGGRAVATED ASSAULT,AGGRAVATED / FELONIOUS ASSAULT,1304,13004,NON-FATAL SHOOTING,2021-09-28 16:54:00,0415,04,48217,-83.15747308354888,42.26648673721294
941815-1304,Greenview Ave & Grove St,AGGRAVATED ASSAULT,NON-FATAL SHOOTING,1304,13004,NON-FATAL SHOOTING,2023-03-24 21:39:00,0811,08,48219,-83.2242180088488,42.41363901039987
942663-2900,Greenview Ave & Grove St,DAMAGE TO PROPERTY,NON-FATAL SHOOTING,2900,29000,DAMAGE TO PROPERTY,2023-03-24 21:39:00,0811,08,48219,-83.2242180088488,42.41363901039987
723431-1304,E Lantz St & Omira St,AGGRAVATED ASSAULT,NON-FATAL SHOOTING,1304,13004,NON-FATAL SHOOTING,2021-09-30 02:00:00,1101,11,48203,-83.09609610986283,42.4373567231698
723534-2900,E Lantz St & Omira St,DAMAGE TO PROPERTY,NON-FATAL SHOOTING,2900,29000,DAMAGE TO PROPERTY,2021-09-30 02:00:00,1101,11,48203,-83.09609610986283,42.4373567231698
919785-1304,Five Points St & Pembroke Ave,AGGRAVATED ASSAULT,NON-FATAL SHOOTING,1304,13004,NON-FATAL SHOOTING,2022-02-26 19:30:00,0801,08,,-83.28755606090819,42.43587602318491
846325-2900,Tireman St & Ashton Ave,DAMAGE TO PROPERTY,NON-FATAL SHOOTING,2900,29000,DAMAGE TO PROPERTY,2022-08-01 06:02:00,0602,06,48228,-83.21743418378858,42.35060914668011
845632-1304,Tireman St & Ashton Ave,AGGRAVATED ASSAULT,NON-FATAL SHOOTING,1304,13004,NON-FATAL SHOOTING,2022-08-01 06:02:00,0602,06,48228,-83.21743418378858,42.35060914668011
712999-1304,Belton St & Whitcomb St,AGGRAVATED ASSAULT,NON-FATAL SHOOTING,1304,13004,NON-FATAL SHOOTING,2021-09-07 00:00:00,0207,02,48228,-83.1945833741111,42.35345688672578
713506-1304,Cornwall St & E Outer Dr,AGGRAVATED ASSAULT,NON-FATAL SHOOTING,1304,13004,NON-FATAL SHOOTING,2021-09-07 20:57:00,0507,05,48224,-82.93540948483036,42.40194578871804
745055-1304,Ellis St & Forrer St,AGGRAVATED ASSAULT,NON-FATAL SHOOTING,1304,13004,NON-FATAL SHOOTING,2021-11-21 03:00:00,0608,06,48228,-83.20028665348215,42.36049919904296
717569-1304,Whittier St & Roxbury St,AGGRAVATED ASSAULT,NON-FATAL SHOOTING,1304,13004,NON-FATAL SHOOTING,2021-09-15 21:50:00,0907,09,48224,-82.9530068553623,42.41692663178108
717567-2900,Whittier St & Roxbury St,DAMAGE TO PROPERTY,NON-FATAL SHOOTING,2900,29000,DAMAGE TO PROPERTY,2021-09-15 21:50:00,0907,09,48224,-82.9530068553623,42.41692663178108
