incident_entry_id,nearest_intersection,offense_category,offense_description,state_offense_code,arrest_charge,charge_description,incident_occurred_at,scout_car_area,police_precinct,zip_code,longitude,latitude
1405615-0901,Eaton St & Livernois Ave,HOMICIDE,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY),0901,09001,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY),2026-03-11 00:04:00,1001,10,48238,-83.14014634911015,42.39812559755952
1398946-0901,Seneca St & Moffat St,HOMICIDE,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY)             ,0901,09001,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY)             ,2026-02-22 02:07:00,0705,07,48213,-83.00947617823297,42.38035997587447
1093811-1304,Adelaide St & Orleans St,AGGRAVATED ASSAULT,NON-FATAL SHOOTING,1304,13004,NON-FATAL SHOOTING,2024-03-02 01:03:00,0706,07,48207,-83.03751730957978,42.34772624347672
790399-0901,E 7 Mile Rd & Maccrary Ave,HOMICIDE,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY),0901,09001,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY),2022-03-21 11:29:00,0902,09,48205,-82.97037353734825,42.43528703079469
1294332-1304,Lyndon St & Mark Twain St,AGGRAVATED ASSAULT,NON-FATAL SHOOTING,1304,13004,NON-FATAL SHOOTING,2025-06-13 05:06:00,0202,02,48227,-83.18629474792972,42.394612569434976
1381496-0901,Grand River Ave & Prevost St,HOMICIDE,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY),0901,09001,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY),2026-01-04 01:02:00,0814,08,48227,-83.202671316494,42.39440806271316
1405132-1304,W Grand Blvd & Lincoln St,AGGRAVATED ASSAULT,NON-FATAL SHOOTING                                          ,1304,13004,NON-FATAL SHOOTING                                          ,2026-03-09 23:28:00,1008,10,48202,-83.08259027063764,42.36679265108998
1407074-1304,Aurora St & Elmira St,AGGRAVATED ASSAULT,NON-FATAL SHOOTING,1304,13004,NON-FATAL SHOOTING,2026-03-14 08:00:00,0209,02,48204,-83.15476241449458,42.37146172966393
1400354-1304,Grandville Ave & Santa Clara Ave,AGGRAVATED ASSAULT,NON-FATAL SHOOTING                                          ,1304,13004,NON-FATAL SHOOTING                                          ,2026-02-25 17:35:00,0807,08,48219,-83.2318020255874,42.41939060465105
679129-1304,Sunderland Rd & W 7 Mile Rd,AGGRAVATED ASSAULT,NON-FATAL SHOOTING,1304,13004,NON-FATAL SHOOTING,2021-06-12 01:47:00,0807,08,48219,-83.22887012226533,42.42985416294417
679765-0901,E Jefferson Ave & Fischer Ave,HOMICIDE,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY),0901,09001,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY),2021-06-13 13:09:00,0711,07,48214,-82.98898582082266,42.35537880295918
1404300-0901,Avon Ave & Grove St,HOMICIDE,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY),0901,09001,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY),2026-03-08 05:58:00,0811,08,48219,-83.22540418077239,42.41361043742253
679634-0901,Helen St & E Outer Dr,HOMICIDE,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY),0901,09001,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY),2021-06-13 04:33:00,1104,11,48234,-83.03192977741944,42.44108087203655
1093909-0901,Greydale Ave & Greydale Ct,HOMICIDE,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY),0901,09001,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY),2024-03-02 02:07:00,0801,08,48219,-83.25689574822681,42.43052308011812
1093904-1304,Greydale Ave & Greydale Ct,AGGRAVATED ASSAULT,NON-FATAL SHOOTING,1304,13004,NON-FATAL SHOOTING,2024-03-02 02:07:00,0801,08,48219,-83.25689574822681,42.43052308011812
1406449-1304,Cortland St & Santa Rosa Dr,AGGRAVATED ASSAULT,NON-FATAL SHOOTING                                          ,1304,13004,NON-FATAL SHOOTING                                          ,2026-03-13 00:08:00,1002,10,48204,-83.1413902800966,42.37926053274559
1091602-1304,Grand River Ave & Woodbine St,AGGRAVATED ASSAULT,NON-FATAL SHOOTING,1304,13004,NON-FATAL SHOOTING,2024-02-26 00:31:00,0800,08,48219,-83.2789653900099,42.42503103229672
1333893-0901,Cherrylawn St & W 8 Mile Rd,HOMICIDE,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY)             ,0901,09001,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY)             ,2025-09-08 21:47:00,1203,12,48221,-83.15601634878207,42.445780576390526
888837-1304,Braile St & Glendale St,AGGRAVATED ASSAULT,NON-FATAL SHOOTING,1304,13004,NON-FATAL SHOOTING,2022-11-10 13:52:00,0603,06,48223,-83.24411943492596,42.38145869851077
1096028-1304,Waltham St & Linnhurst St,AGGRAVATED ASSAULT,NON-FATAL SHOOTING                                          ,1304,13004,NON-FATAL SHOOTING                                          ,2024-03-07 03:27:00,0905,09,48205,-82.9947047289754,42.4310790530476
1397553-0901,Frederick St & Elmwood St,HOMICIDE,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY),0901,09001,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY),2026-02-18 07:29:00,0704,07,48211,-83.03567434105209,42.37031836949512
1401184-1304,E Lantz St & Sherwood St,AGGRAVATED ASSAULT,NON-FATAL SHOOTING                                          ,1304,13004,NON-FATAL SHOOTING                                          ,2026-02-27 19:51:00,1104,11,48234,-83.03420713442742,42.438658991325966
1401183-0901,E Lantz St & Sherwood St,HOMICIDE,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY)             ,0901,09001,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY)             ,2026-02-27 19:51:00,1104,11,48234,-83.03420713442742,42.438658991325966
1394368-0901,Joy Rd & Prevost St,HOMICIDE,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY)             ,0901,09001,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY)             ,2026-02-10 04:38:00,0611,06,48228,-83.20079335477162,42.3581503152907
1175027-1304,S Bassett St & Campbell,AGGRAVATED ASSAULT,NON-FATAL SHOOTING                                          ,1304,13004,NON-FATAL SHOOTING                                          ,2024-08-29 01:11:00,0404,04,48217,-83.14110731678954,42.27957380498091
994086-1304,Beaconsfield St & Courville St,AGGRAVATED ASSAULT,NON-FATAL SHOOTING                                          ,1304,13004,NON-FATAL SHOOTING                                          ,2023-07-17 20:01:00,0911,09,48224,-82.95245967633026,42.414682399214975
623112-0901,Fargo St & Patton St,HOMICIDE,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY),0901,09001,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY),2021-01-12 01:24:00,0802,08,48219,-83.24526219640876,42.43834657284888
1405178-1304,Biltmore St & Grove St,AGGRAVATED ASSAULT,NON-FATAL SHOOTING                                          ,1304,13004,NON-FATAL SHOOTING                                          ,2026-03-10 02:19:00,0812,08,48235,-83.21091850982022,42.41391247071503
1095026-0901,S Liddesdale St & Francis St,HOMICIDE,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY),0901,09001,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY),2024-03-04 17:45:00,0415,04,48217,-83.16009090840825,42.26509518423686
1362961-1304,Chapel St & Fenkell St,AGGRAVATED ASSAULT,NON-FATAL SHOOTING                                          ,1304,13004,NON-FATAL SHOOTING                                          ,2025-11-14 17:55:00,0810,08,48223,-83.25318454512558,42.40038179471807
1401170-1304,Saint Aubin St & Erskine St,AGGRAVATED ASSAULT,NON-FATAL SHOOTING,1304,13004,NON-FATAL SHOOTING,2026-02-27 20:27:00,0706,07,48207,-83.03660147495908,42.35273310467033
1058270-0901,Cicotte St & W Warren Ave,HOMICIDE,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY),0901,09001,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY),2023-12-06 10:01:00,0210,02,48210,-83.13354380050832,42.34483302140631
1405571-0901,Plymouth Rd & Hubbell St,HOMICIDE,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY),0901,09001,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY),2026-03-10 17:09:00,0204,02,48227,-83.18774033766033,42.37283407933033
1087591-1304,Warwick St & Saint Martins Ave,AGGRAVATED ASSAULT,NON-FATAL SHOOTING,1304,13004,NON-FATAL SHOOTING,2024-02-16 01:52:00,0803,08,48219,-83.23030405992122,42.43523164066589
1191963-0901,W McNichols Rd & Stansbury St,HOMICIDE,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY),0901,09001,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY),2024-10-06 00:25:00,1206,12,48235,-83.18315847826315,42.41656051383077
1326313-1304,Linwood St & W Grand Blvd,AGGRAVATED ASSAULT,NON-FATAL SHOOTING,1304,13004,NON-FATAL SHOOTING,2025-08-22 04:49:00,1007,10,48208,-83.09994573062788,42.36031223308983
1326228-0901,Linwood St & W Grand Blvd,HOMICIDE,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY)             ,0901,09001,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY)             ,2025-08-22 04:49:00,1007,10,48208,-83.09994573062788,42.36031223308983
1406057-0901,Seward St & 3rd St,HOMICIDE,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY),0901,09001,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY),2026-03-11 22:20:00,0303,03,48202,-83.08254349027773,42.37291549405331
992342-1304,E Ferry St & Sheridan St,AGGRAVATED ASSAULT,NON-FATAL SHOOTING,1304,13004,NON-FATAL SHOOTING,2023-07-14 02:00:00,0705,07,48213,-83.01960783327866,42.378570348044846
1094610-1304,W Vernor Hwy & Clark St,AGGRAVATED ASSAULT,NON-FATAL SHOOTING,1304,13004,NON-FATAL SHOOTING,2024-03-03 03:00:00,0410,04,48209,-83.09583088722269,42.32028163271375
678946-0901,E Jefferson Ave & McDougall,HOMICIDE,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY),0901,09001,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY),2021-06-11 12:32:00,0710,07,48207,-83.01787884685172,42.34029662942791
1390334-0901,Louisiana St & Brush St,HOMICIDE,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY),0901,09001,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY),2026-01-29 16:31:00,1106,11,48203,-83.09755879893063,42.42252887721452
854351-1304,Manning St & Hoyt St,AGGRAVATED ASSAULT,NON-FATAL SHOOTING,1304,13004,NON-FATAL SHOOTING,2022-08-21 15:30:00,0902,09,48205,-82.98042254780948,42.44074071777107
678668-0901,Woodrow Wilson St & Calvert St,HOMICIDE,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY),0901,09001,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY),2021-06-10 18:25:00,1005,10,48206,-83.1010038987262,42.38396198689494
736764-1304,Woodrow Wilson St & Calvert St,AGGRAVATED ASSAULT,NON-FATAL SHOOTING,1304,13004,NON-FATAL SHOOTING,2021-06-10 18:25:00,1005,10,48206,-83.1010038987262,42.38396198689494
976088-0901,Puritan St & Oakfield St,HOMICIDE,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY),0901,09001,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY),2023-06-08 08:36:00,0812,08,48235,-83.21418561753713,42.40843176095861
878311-0901,Archdale St & Elmira St,HOMICIDE,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY),0901,09001,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY),2022-10-16 22:05:00,0608,06,48227,-83.21557008283757,42.36989673232602
1405571-0902,Plymouth Rd & Hubbell St,HOMICIDE,NEGLIGENT HOMICIDE / MANSLAUGHTER (INVOLUNTARY),0902,09002,NEGLIGENT HOMICIDE / MANSLAUGHTER (INVOLUNTARY),2026-03-10 17:09:00,0204,02,48227,-83.18774033766033,42.37283407933033
1307194-1304,Laing St & Casino St,AGGRAVATED ASSAULT,NON-FATAL SHOOTING                                          ,1304,13004,NON-FATAL SHOOTING                                          ,2025-07-11 18:09:00,0907,09,48224,-82.95179053308222,42.42915724532523
1233790-1304,3rd St & Delaware St,AGGRAVATED ASSAULT,NON-FATAL SHOOTING,1304,13004,NON-FATAL SHOOTING,2025-01-18 13:20:00,0303,03,48202,-83.08187234481743,42.37191733514497
1326937-0901,Chalfonte St & Monte Vista St,HOMICIDE,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY),0901,09001,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY),2025-08-23 20:14:00,0203,02,48238,-83.16715089836717,42.40007959460538
1399119-1304,Grand River Ave & Lahser Rd,AGGRAVATED ASSAULT,NON-FATAL SHOOTING                                          ,1304,13004,NON-FATAL SHOOTING                                          ,2026-02-22 12:42:00,0806,08,48219,-83.25762670332485,42.41649910233996
1405554-0903,W State Fair St & Ralston St,HOMICIDE,NEGLIGENT HOMICIDE - VEHICLE / BOAT / SNOWMOBILE / ORV,0903,09003,NEGLIGENT HOMICIDE - VEHICLE / BOAT / SNOWMOBILE / ORV,2026-03-10 20:40:00,1205,12,48203,-83.11713121677263,42.43934411936412
679020-0901,Livernois Ave & Michigan Ave,HOMICIDE,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY),0901,09001,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY),2021-06-11 02:10:00,0405,04,48210,-83.12032794549891,42.33113116714835
1397417-1304,Pickford St & Plainview Ave,AGGRAVATED ASSAULT,NON-FATAL SHOOTING,1304,13004,NON-FATAL SHOOTING,2026-02-18 06:51:00,0807,08,48219,-83.23750567241173,42.42455348912356
1088666-1304,Eaton St & W Outer Dr,AGGRAVATED ASSAULT,NON-FATAL SHOOTING,1304,13004,NON-FATAL SHOOTING,2024-02-18 21:57:00,0602,06,48223,-83.2566359206067,42.39541627456852
1078454-0901,Florence St & Schaefer Hwy,HOMICIDE,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY),0901,09001,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY),2024-01-25 10:11:00,0201,02,48235,-83.17957897567508,42.41180763056686
1401686-0901,W Warren Ave & Burnette St,HOMICIDE,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY),0901,09001,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY),2026-03-01 03:06:00,0210,02,48210,-83.14055906624095,42.34487165950432
677432-1304,Lumpkin St & Emery St,AGGRAVATED ASSAULT,NON-FATAL SHOOTING,1304,13004,NON-FATAL SHOOTING,2021-06-08 01:27:00,1102,11,48234,-83.08052488565363,42.43541808007876
1015604-1304,Chalfonte St & Penrod St,AGGRAVATED ASSAULT,NON-FATAL SHOOTING,1304,13004,NON-FATAL SHOOTING,2023-09-02 14:57:00,0813,08,48223,-83.22159461365521,42.3985686025405
1362412-1304,Verne St & Rutherford St,AGGRAVATED ASSAULT,NON-FATAL SHOOTING,1304,13004,NON-FATAL SHOOTING,2025-11-13 13:40:00,0812,08,48235,-83.20456229828815,42.41222146979869
678341-1304,Grand River Ave & Joy Rd,AGGRAVATED ASSAULT,NON-FATAL SHOOTING,1304,13004,NON-FATAL SHOOTING,2021-06-10 03:18:00,1004,10,48204,-83.13048618827484,42.365324826043775
1364273-1304,Puritan St & Cruse St,AGGRAVATED ASSAULT,NON-FATAL SHOOTING                                          ,1304,13004,NON-FATAL SHOOTING                                          ,2025-11-17 13:50:00,0201,02,48235,-83.18373873688799,42.4092388134296
1263355-1304,Conway St & S Fort St,AGGRAVATED ASSAULT,NON-FATAL SHOOTING                                          ,1304,13004,NON-FATAL SHOOTING                                          ,2025-04-05 01:05:00,0415,04,48217,-83.16080981333214,42.26998840952572
936177-1304,Minock St & W Outer Dr,AGGRAVATED ASSAULT,NON-FATAL SHOOTING,1304,13004,NON-FATAL SHOOTING,2023-03-10 16:00:00,0813,08,48223,-83.23368828522067,42.398114023589685
678302-1304,Binder St & E Outer Dr,AGGRAVATED ASSAULT,NON-FATAL SHOOTING,1304,13004,NON-FATAL SHOOTING,2021-06-10 04:15:00,1102,11,48234,-83.06455855689019,42.44042597454564
1392375-1304,W Chicago St & Minock St,AGGRAVATED ASSAULT,NON-FATAL SHOOTING                                          ,1304,13004,NON-FATAL SHOOTING                                          ,2026-02-04 12:18:00,0607,06,48228,-83.23238550953623,42.364779747059735
1399369-0901,Evanston St & Annsbury Ave,HOMICIDE,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY),0901,09001,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY),2025-08-04 06:00:00,0910,09,48213,-82.97906015654632,42.40125863145418
1402543-1304,W McNichols Rd & Forrer St,AGGRAVATED ASSAULT,NON-FATAL SHOOTING,1304,13004,NON-FATAL SHOOTING,2026-03-03 12:49:00,0808,08,48235,-83.20212689465878,42.41591843163394
1398885-1304,Prevost St & Ellsworth St,AGGRAVATED ASSAULT,NON-FATAL SHOOTING,1304,13004,NON-FATAL SHOOTING,2026-02-21 20:43:00,0814,08,48227,-83.20288022203175,42.40030901258238
1404195-1304,Cornwall St & Beaconsfield St,AGGRAVATED ASSAULT,NON-FATAL SHOOTING                                          ,1304,13004,NON-FATAL SHOOTING                                          ,2026-03-07 20:35:00,0506,05,48224,-82.94868091426632,42.39707277636275
1321109-1304,Greenview Ave & Grove St,AGGRAVATED ASSAULT,NON-FATAL SHOOTING,1304,13004,NON-FATAL SHOOTING,2025-08-11 01:31:00,0811,08,48219,-83.2242180088488,42.41363901039987
1085002-1304,Washburn St & Chalfonte St,AGGRAVATED ASSAULT,NON-FATAL SHOOTING,1304,13004,NON-FATAL SHOOTING,2024-02-09 20:03:00,0203,02,48238,-83.16062582327406,42.40022740114938
1302708-1304,Saint Aubin St & E Larned St,AGGRAVATED ASSAULT,NON-FATAL SHOOTING,1304,13004,NON-FATAL SHOOTING,2025-07-01 14:07:00,0709,07,48207,-83.02836299566307,42.33681229412801
1385874-1304,Forrer St & W 7 Mile Rd,AGGRAVATED ASSAULT,NON-FATAL SHOOTING                                          ,1304,13004,NON-FATAL SHOOTING                                          ,2026-01-16 00:54:00,0808,08,48235,-83.20301706243876,42.4303741238453
1404664-0903,Minock St & W Davison St,HOMICIDE,NEGLIGENT HOMICIDE - VEHICLE / BOAT / SNOWMOBILE / ORV      ,0903,09003,NEGLIGENT HOMICIDE - VEHICLE / BOAT / SNOWMOBILE / ORV      ,2026-03-09 02:06:00,0604,06,48223,-83.23312226754928,42.38399758537821
1357812-0901,Cheshire St & Moross Rd,HOMICIDE,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY)             ,0901,09001,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY)             ,2025-11-02 13:10:00,0505,05,48236,-82.92388969688419,42.4226100404551
813380-1304,Leonard St & S Bassett St,AGGRAVATED ASSAULT,NON-FATAL SHOOTING,1304,13004,NON-FATAL SHOOTING,2022-05-16 18:55:00,0411,04,48217,-83.14238910012534,42.27797786739278
1092561-1304,Lyndon St & N M 39,AGGRAVATED ASSAULT,NON-FATAL SHOOTING,1304,13004,NON-FATAL SHOOTING,2024-02-27 00:10:00,0814,08,48223,-83.21791076840569,42.39390357970603
1090819-1304,Florence St & Prairie St,AGGRAVATED ASSAULT,NON-FATAL SHOOTING,1304,13004,NON-FATAL SHOOTING,2024-02-23 23:00:00,1211,12,48221,-83.14494770152866,42.412303018618026
1397342-1304,Burt Rd & Verne St,AGGRAVATED ASSAULT,NON-FATAL SHOOTING,1304,13004,NON-FATAL SHOOTING,2026-02-17 18:21:00,0810,08,48219,-83.24759411607421,42.41136032250241
678254-1304,Eaton St & Winthrop St,AGGRAVATED ASSAULT,NON-FATAL SHOOTING,1304,13004,NON-FATAL SHOOTING,2021-06-09 05:35:00,0814,08,48227,-83.19995568006051,42.3966590758955
1404152-0903,W McNichols Rd & Livernois Ave,HOMICIDE,NEGLIGENT HOMICIDE - VEHICLE / BOAT / SNOWMOBILE / ORV      ,0903,09003,NEGLIGENT HOMICIDE - VEHICLE / BOAT / SNOWMOBILE / ORV      ,2026-03-07 17:38:00,1209,12,48221,-83.14084021795523,42.41715315093414
1221693-0901,Wildemere St & W Buena Vista St,HOMICIDE,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY)             ,0901,09001,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY)             ,2024-12-16 18:33:00,1003,10,48238,-83.12605166267326,42.38896197287472
736334-1304,Fullerton St & Ewald Cir,AGGRAVATED ASSAULT,NON-FATAL SHOOTING,1304,13004,NON-FATAL SHOOTING,2021-06-08 19:13:00,1002,10,48238,-83.14512460632983,42.38107333992555
1396742-0901,N Campbell St & Michigan Ave,HOMICIDE,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY)             ,0901,09001,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY)             ,2026-02-16 16:24:00,0406,04,48210,-83.11400368832675,42.331163128617
1144680-0901,Mount Elliott St & E Outer Dr,HOMICIDE,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY),0901,09001,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY),2024-06-24 13:52:00,1104,11,48234,-83.03918446478556,42.440927215754414
1144163-1304,Mount Elliott St & E Outer Dr,AGGRAVATED ASSAULT,NON-FATAL SHOOTING,1304,13004,NON-FATAL SHOOTING,2024-06-24 13:52:00,1104,11,48234,-83.03918446478556,42.440927215754414
921147-0901,Elmira St & Iris St,HOMICIDE,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY)             ,0901,09001,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY)             ,2023-01-31 19:38:00,0208,02,48227,-83.16992135392461,42.37080017299903
1369016-1304,Sloan St & Thaddeus St,AGGRAVATED ASSAULT,NON-FATAL SHOOTING                                          ,1304,13004,NON-FATAL SHOOTING                                          ,2025-11-27 00:00:00,0412,04,48209,-83.11689677180748,42.29311599358792
1036104-1304,Roselawn St & W McNichols Rd,AGGRAVATED ASSAULT,NON-FATAL SHOOTING,1304,13004,NON-FATAL SHOOTING,2023-10-18 00:15:00,1208,12,48221,-83.15235537002981,42.41708536405943
1397654-1304,Saint John St & Apple St,AGGRAVATED ASSAULT,NON-FATAL SHOOTING                                          ,1304,13004,NON-FATAL SHOOTING                                          ,2026-02-18 18:18:00,0405,04,48210,-83.12827031889832,42.32961190290169
851967-0901,Fairview St & Mack Ave,HOMICIDE,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY),0901,09001,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY),2022-08-15 08:39:00,0501,05,48214,-82.98171893599095,42.377743211354016
1317068-1304,W Philadelphia St & Linwood St,AGGRAVATED ASSAULT,NON-FATAL SHOOTING                                          ,1304,13004,NON-FATAL SHOOTING                                          ,2025-08-01 18:55:00,1007,10,48206,-83.1051602595775,42.368055449353164
1399665-1304,Eliot St & Saint Antoine St,AGGRAVATED ASSAULT,NON-FATAL SHOOTING                                          ,1304,13004,NON-FATAL SHOOTING                                          ,2026-02-23 23:21:00,0312,03,48201,-83.05020522568432,42.34953024971428
1395308-0901,E Lantz St & Dwyer St,HOMICIDE,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY),0901,09001,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY),2026-02-12 12:39:00,1104,11,48234,-83.04163567192076,42.43850388438028
1240964-0901,Sorrento St & Clarita St,HOMICIDE,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY),0901,09001,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY),2025-02-06 21:08:00,1207,12,48235,-83.17413469352616,42.4293963270112
1393531-1304,Fenton St & Grand River Ave,AGGRAVATED ASSAULT,NON-FATAL SHOOTING                                          ,1304,13004,NON-FATAL SHOOTING                                          ,2026-02-07 09:00:00,0805,08,48219,-83.28287056611586,42.42662530418054
1091677-1304,Plymouth Rd & Mark Twain St,AGGRAVATED ASSAULT,NON-FATAL SHOOTING                                          ,1304,13004,NON-FATAL SHOOTING                                          ,2024-02-26 01:23:00,0207,02,48227,-83.1852935989305,42.37289718107022
1398970-0901,Chalfonte St & Manor St,HOMICIDE,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY)             ,0901,09001,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY)             ,2026-02-22 01:47:00,0203,02,48238,-83.16822035164246,42.400060603304674
1398653-0902,Grand River Ave & Ravenswood St,HOMICIDE,NEGLIGENT HOMICIDE / MANSLAUGHTER (INVOLUNTARY),0902,09002,NEGLIGENT HOMICIDE / MANSLAUGHTER (INVOLUNTARY),2026-02-21 03:46:00,1004,10,48204,-83.13186309823148,42.36587826416036
639451-0901,Quincy St & Pingree St,HOMICIDE,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY),0901,09001,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY),2021-03-01 12:35:00,1007,10,48204,-83.12046328877099,42.36307516206492
1351225-0901,Fernhill St & Havana St,HOMICIDE,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY)             ,0901,09001,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY)             ,2025-10-18 02:55:00,1205,12,48203,-83.11034432241682,42.43778519626383
1403453-1304,W Outer Dr & Prairie St,AGGRAVATED ASSAULT,NON-FATAL SHOOTING,1304,13004,NON-FATAL SHOOTING,2026-03-05 23:58:00,1203,12,48221,-83.1459010545385,42.43516276738197
1383716-1304,Marlowe St & W I 96 Service Drive,AGGRAVATED ASSAULT,NON-FATAL SHOOTING                                          ,1304,13004,NON-FATAL SHOOTING                                          ,2026-01-09 23:28:00,0204,02,48227,-83.18917940217878,42.38077862376781
1300734-0901,Portlance St & Hoover St,HOMICIDE,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY),0901,09001,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY),2025-06-27 15:08:00,0908,09,48205,-83.00403621101957,42.41997132660219
1367824-1304,Cooley St & Willmarth Ave,AGGRAVATED ASSAULT,NON-FATAL SHOOTING,1304,13004,NON-FATAL SHOOTING,2025-11-26 11:46:00,0805,08,48219,-83.2597036104148,42.41947548891114
831316-0901,Epworth St & Linsdale St,HOMICIDE,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY),0901,09001,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY),2022-06-28 01:53:00,1006,10,48204,-83.13386553462766,42.35769344131597
677811-1304,Albion St & Greiner St,AGGRAVATED ASSAULT,NON-FATAL SHOOTING,1304,13004,NON-FATAL SHOOTING,2021-06-04 23:25:00,0904,09,48234,-83.005535287845,42.42720375392469
1092098-1304,Greenfield Rd & W Chicago St,AGGRAVATED ASSAULT,NON-FATAL SHOOTING                                          ,1304,13004,NON-FATAL SHOOTING                                          ,2024-02-27 02:22:00,0207,02,48228,-83.19728018889778,42.36536954332674
