incident_entry_id,nearest_intersection,offense_category,offense_description,state_offense_code,arrest_charge,charge_description,incident_occurred_at,scout_car_area,police_precinct,zip_code,longitude,latitude,cvi_zone,buffer,cvi_area
1090871-1304,Keeler St & Prevost St,AGGRAVATED ASSAULT,NON-FATAL SHOOTING,1304,13004,NON-FATAL SHOOTING,2024-02-23 23:17:00,812,8,48227.0,-83.20299901445354,42.40321188967809,Detroit 300,False,Detroit 300
677401-1304,Northlawn St & Intervale St,AGGRAVATED ASSAULT,NON-FATAL SHOOTING,1304,13004,NON-FATAL SHOOTING,2021-06-06 00:20:00,1002,10,48238.0,-83.15314009655565,42.39179616277527,Non-CVI,False,Non-CVI
676067-1304,Joy Rd & Cheyenne St,AGGRAVATED ASSAULT,NON-FATAL SHOOTING,1304,13004,NON-FATAL SHOOTING,2021-06-07 00:00:00,208,2,48228.0,-83.17379593316053,42.35862915936601,Non-CVI,False,Non-CVI
1062271-0901,S M 39 & Plymouth Rd,HOMICIDE,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY),901,9001,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY),2023-12-16 00:00:00,607,6,48228.0,-83.21677370097785,42.37226323043208,Detroit 300,False,Detroit 300
696821-1304,Ohio St & Joy Rd,AGGRAVATED ASSAULT,NON-FATAL SHOOTING,1304,13004,NON-FATAL SHOOTING,2021-07-27 16:03:00,209,2,48204.0,-83.15302323935792,42.35905490314392,Non-CVI,False,Non-CVI
1087915-0901,Savage St & Stotter St,HOMICIDE,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY),901,9001,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY),2024-02-16 19:00:00,1104,11,48234.0,-83.02588964949375,42.44607882874168,Non-CVI,False,Non-CVI
675392-1304,W Hancock St & 23rd St,AGGRAVATED ASSAULT,NON-FATAL SHOOTING,1304,13004,NON-FATAL SHOOTING,2021-06-05 18:36:00,307,3,48208.0,-83.09876291689359,42.34420543353239,Non-CVI,False,Non-CVI
1229422-0901,Woodingham Dr & Saint Martins Ave,HOMICIDE,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY),901,9001,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY),2025-01-06 12:40:00,1203,12,48221.0,-83.150812228075,42.43684910796123,Non-CVI,False,Non-CVI
675532-1304,Eureka St & E McNichols Rd,AGGRAVATED ASSAULT,NON-FATAL SHOOTING,1304,13004,NON-FATAL SHOOTING,2021-06-06 01:00:00,1108,11,48212.0,-83.0570124873291,42.41879596065939,Non-CVI,False,Non-CVI
1059685-1304,Joy Rd & Terry St,AGGRAVATED ASSAULT,NON-FATAL SHOOTING,1304,13004,NON-FATAL SHOOTING,2023-12-09 00:05:00,207,2,48228.0,-83.19054741704662,42.35828055357533,Non-CVI,False,Non-CVI
675258-1304,Eaton St & Wyoming St,AGGRAVATED ASSAULT,NON-FATAL SHOOTING,1304,13004,NON-FATAL SHOOTING,2021-06-05 04:00:00,203,2,48238.0,-83.15946957077864,42.39798557046007,New Era CC,True,New Era CC
1090706-0901,E Vernor Hwy & Concord St,HOMICIDE,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY)             ,901,9001,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY)             ,2024-02-23 13:57:00,707,7,48207.0,-83.01203146264568,42.35656702773281,Non-CVI,False,Non-CVI
1301772-0901,Roselawn St & Margareta St,HOMICIDE,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY),901,9001,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY),2025-06-29 19:39:00,1208,12,48221.0,-83.15296547826533,42.42784931078256,Non-CVI,False,Non-CVI
1263754-0901,Frankfort St & Chalmers St,HOMICIDE,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY),901,9001,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY),2025-04-06 05:48:00,503,5,48224.0,-82.9598782252113,42.39710124825427,Non-CVI,False,Non-CVI
1248953-0901,Vassar Ave & Rutherford St,HOMICIDE,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY),901,9001,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY),2025-02-28 14:11:00,804,8,48235.0,-83.20538503693079,42.43396582327559,Detroit Peoples Community,False,Detroit Peoples Community
1399284-1304,Rosa Parks Blvd & Leslie St,AGGRAVATED ASSAULT,NON-FATAL SHOOTING                                          ,1304,13004,NON-FATAL SHOOTING                                          ,2026-02-22 23:13:00,1003,10,48238.0,-83.1106865460058,42.39268771974464,Non-CVI,False,Non-CVI
1369218-0901,Griswold St & State St,HOMICIDE,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY),901,9001,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY),2025-11-30 04:00:00,311,3,48226.0,-83.04899959050884,42.33254553888041,Non-CVI,False,Non-CVI
1232741-0901,Margareta St & Ferguson St,HOMICIDE,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY)             ,901,9001,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY)             ,2025-01-15 22:31:00,808,8,48235.0,-83.21045859883482,42.426611053215225,Detroit Peoples Community,False,Detroit Peoples Community
1064511-0901,Lafayette Plaisance St & Rivard St,HOMICIDE,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY)             ,901,9001,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY)             ,2023-12-21 02:46:00,709,7,48207.0,-83.03827797375314,42.33949660590032,Non-CVI,False,Non-CVI
1232740-1304,Margareta St & Ferguson St,AGGRAVATED ASSAULT,NON-FATAL SHOOTING,1304,13004,NON-FATAL SHOOTING,2025-01-15 22:31:00,808,8,48235.0,-83.21045859883482,42.426611053215225,Detroit Peoples Community,False,Detroit Peoples Community
1313428-0901,Cadillac Blvd & Mack Ave,HOMICIDE,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY),901,9001,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY),2025-07-25 00:25:00,508,5,48214.0,-82.99083403769485,42.37356121453487,Non-CVI,False,Non-CVI
1311087-0901,Radnor St & E Warren Ave,HOMICIDE,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY)             ,901,9001,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY)             ,2025-07-19 22:14:00,505,5,48224.0,-82.91856930175125,42.4102157421996,Non-CVI,False,Non-CVI
1288386-0901,Greenfield Rd & Grove St,HOMICIDE,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY),901,9001,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY),2025-05-30 16:49:00,812,8,48235.0,-83.19923547192448,42.41417790567012,Non-CVI,False,Non-CVI
1361333-0901,Puritan St & Lawton St,HOMICIDE,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY)             ,901,9001,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY)             ,2025-11-10 18:00:00,1212,12,48238.0,-83.12989508442752,42.41011027848375,Non-CVI,False,Non-CVI
1392513-0901,La Salle Blvd & Burlingame St,HOMICIDE,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY),901,9001,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY),2026-02-04 20:03:00,1005,10,48206.0,-83.11004321426807,42.38366721879088,Non-CVI,False,Non-CVI
1389171-0901,Rangoon St & Majestic St,HOMICIDE,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY)             ,901,9001,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY)             ,2026-01-26 10:06:00,210,2,48210.0,-83.13727687493588,42.34868570969166,Non-CVI,False,Non-CVI
1381154-1304,Oakfield St & Saint Martins Ave,AGGRAVATED ASSAULT,NON-FATAL SHOOTING                                          ,1304,13004,NON-FATAL SHOOTING                                          ,2026-01-03 01:29:00,804,8,48235.0,-83.21524392885695,42.43549824604078,Detroit Peoples Community,False,Detroit Peoples Community
1274430-1304,Medbury St & Sheridan St,AGGRAVATED ASSAULT,NON-FATAL SHOOTING,1304,13004,NON-FATAL SHOOTING,2025-04-29 12:29:00,705,7,48213.0,-83.02170723915047,42.38160691461732,Non-CVI,False,Non-CVI
674641-1304,Ashton Rd & W Davison St,AGGRAVATED ASSAULT,NON-FATAL SHOOTING,1304,13004,NON-FATAL SHOOTING,2021-06-03 19:27:00,604,6,48223.0,-83.21854030477473,42.38436757196755,Non-CVI,False,Non-CVI
1385767-0901,Warwick St & Sawyer St,HOMICIDE,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY)             ,901,9001,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY)             ,2026-01-15 19:38:00,610,6,48228.0,-83.2270124829319,42.34692900976456,Force Detroit,False,Force Detroit
1302708-0901,Saint Aubin St & E Larned St,HOMICIDE,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY),901,9001,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY),2025-07-01 14:07:00,709,7,48207.0,-83.02836299566307,42.33681229412801,Non-CVI,False,Non-CVI
1363240-1304,Keeler Ave & Kentucky St,AGGRAVATED ASSAULT,NON-FATAL SHOOTING                                          ,1304,13004,NON-FATAL SHOOTING                                          ,2025-11-15 14:40:00,1001,10,48238.0,-83.15868481542647,42.40434482127183,Non-CVI,False,Non-CVI
699430-0901,Yorkshire Rd & Roxbury St,HOMICIDE,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY),901,9001,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY),2021-08-03 00:26:00,907,9,48224.0,-82.95143411911053,42.418662903829855,Detroit Friends & Family,False,Detroit Friends & Family
914031-0901,Reno St & Liberal St,HOMICIDE,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY),901,9001,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY),2023-01-13 01:16:00,902,9,48205.0,-82.98288189081057,42.439594508509614,Wayne Metro/Team Pursuit,False,Wayne Metro/Team Pursuit
1089645-0901,Coplin St & Wilfred St,HOMICIDE,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY),901,9001,MURDER / NON-NEGLIGENT MANSLAUGHTER (VOLUNTARY),2024-02-20 23:15:00,909,9,48213.0,-82.97870083277333,42.41655067798323,Detroit Friends & Family,False,Detroit Friends & Family
1342712-1304,Russell St & E Lantz St,AGGRAVATED ASSAULT,NON-FATAL SHOOTING,1304,13004,NON-FATAL SHOOTING,2025-09-29 00:45:00,1101,11,48203.0,-83.09077967876978,42.43751046482764,Live in Peace,False,Live in Peace
