cvi_name,cvi_area_sq_miles,GEOID,tract_area_sq_miles,total_population,poverty_universe,below_poverty,housing_units,occupied_units,vacant_units,intersection_area_sq_miles,overlap_share,total_population_weighted,poverty_universe_weighted,below_poverty_weighted,housing_units_weighted,occupied_units_weighted,vacant_units_weighted
Detroit Friends & Family,3.8155638307775,26163505700,2.461709290464901,3164.0,3149.0,1077.0,1700.0,1025.0,675.0,0.00029200853027689207,0.00011862023326960163,0.3753144180650196,0.37353511456597555,0.12775399123136097,0.20165439655832276,0.12158573910134167,0.08006865745698111
Detroit 300,4.485922422236789,26163535300,0.7647500606785762,3630.0,3630.0,993.0,1565.0,1289.0,276.0,0.48353390824792497,0.6322770446319113,2295.165672013838,2295.165672013838,627.8511053194878,989.5135748489411,815.0051105305336,174.5084643184075
Detroit 300,4.485922422236789,26163535800,0.7571108988936088,3984.0,3984.0,1567.0,1873.0,1541.0,332.0,1.7602491039048885e-05,2.3249554411080315e-05,0.09262622477374398,0.09262622477374398,0.036432051762162854,0.04354641541195343,0.035827563347474764,0.007718852064478665
Detroit 300,4.485922422236789,26163537300,0.497469595457361,2156.0,2156.0,171.0,1174.0,814.0,360.0,0.38526247733177427,0.774444269257448,1669.7018445190579,1669.7018445190579,132.42997004302362,909.197572108244,630.3976351755626,278.7999369326813
Detroit 300,4.485922422236789,26163537500,0.362934045020809,2976.0,2976.0,914.0,1351.0,1194.0,157.0,0.25000031002172607,0.688831244826845,2049.961784604691,2049.961784604691,629.5917577717363,930.6110117610676,822.4645063232529,108.14650543781467
Detroit 300,4.485922422236789,26163537600,0.3669729033147451,3415.0,3294.0,1511.0,1397.0,1213.0,184.0,0.0042143987347044625,0.01148422321276909,39.21862227160644,37.829031262861385,17.352661274494096,16.04345982823842,13.930362757088908,2.1130970711495127
Detroit 300,4.485922422236789,26163537700,0.36474215518978736,2607.0,2607.0,781.0,1409.0,1088.0,321.0,0.2503842825596989,0.6864692742450231,1789.6253979567753,1789.6253979567753,536.132503185363,967.2352074112376,746.8785703785852,220.35663703265243
Detroit 300,4.485922422236789,26163537800,0.32006274165170573,1266.0,1266.0,608.0,912.0,564.0,348.0,0.1290413555142423,0.4031751863660092,510.4197859393676,510.4197859393676,245.1305133105336,367.69576996580037,227.39080511042917,140.3049648553712
Detroit 300,4.485922422236789,26163542100,0.49747512346501754,4928.0,4928.0,1934.0,1959.0,1752.0,207.0,0.012109602538246493,0.02434212680606137,119.95800090027042,119.95800090027042,47.077673242922685,47.68622641307422,42.64740616421952,5.038820248854703
Detroit 300,4.485922422236789,26163542200,0.502243977529037,3571.0,3530.0,862.0,1836.0,1559.0,277.0,0.498680723247075,0.992905331987269,3545.664940526538,3504.95582191506,855.884396173026,1822.9741895286259,1547.9394125681524,275.03477696047355
Detroit 300,4.485922422236789,26163542300,0.320083835713909,2406.0,2397.0,1101.0,1358.0,1153.0,205.0,0.3197843128213709,0.9990642361184215,2403.748552100922,2394.7569739758565,1099.9697239663822,1356.7292326488164,1151.92106424454,204.80816840427642
Detroit 300,4.485922422236789,26163542400,0.2648574144922011,2235.0,2224.0,553.0,1057.0,907.0,150.0,0.2648574144922013,1.0,2235.0,2224.0,553.0,1057.0,907.0,150.0
Detroit 300,4.485922422236789,26163542500,0.4124147451894536,2437.0,2358.0,208.0,1040.0,983.0,57.0,0.40742065174081205,0.987890604041455,2407.489402049026,2329.4460443297507,205.48124564062263,1027.4062282031132,971.0964637727503,56.30976443036293
Detroit 300,4.485922422236789,26163542600,0.5327228092358088,3231.0,3179.0,971.0,1389.0,1171.0,218.0,0.5327228092358092,1.0,3231.0,3179.0,971.0,1389.0,1171.0,218.0
Detroit 300,4.485922422236789,26163543300,0.8843884637531031,3391.0,3384.0,582.0,1427.0,1181.0,246.0,0.004426752749865157,0.0050054392739127635,16.97344457783818,16.93840650292079,2.9131656574172284,7.142761843873513,5.9114237824909734,1.2313380613825398
Detroit 300,4.485922422236789,26163545100,0.44409955786376726,610.0,610.0,245.0,561.0,337.0,224.0,0.4440995578637671,0.9999999999999997,609.9999999999998,609.9999999999998,244.99999999999991,560.9999999999998,336.9999999999999,223.99999999999991
Detroit 300,4.485922422236789,26163545200,0.4889210801912915,2757.0,2757.0,1400.0,1232.0,945.0,287.0,0.48414597378403024,0.990233379985594,2730.073428620283,2730.073428620283,1386.3267319798317,1219.967524142252,935.7705440863864,284.1969800558655
Detroit 300,4.485922422236789,26163546700,0.4936051631978386,2824.0,2824.0,638.0,1169.0,987.0,182.0,5.445802105354307e-05,0.00011032708957243244,0.3115637009525492,0.3115637009525492,0.0703886831472119,0.12897236771017354,0.10889283740799081,0.020079530302182704
Detroit 300,4.485922422236789,26163547100,0.9420611416128405,3923.0,3901.0,1201.0,2235.0,1676.0,559.0,0.014918594483038032,0.01583612127074565,62.125103745135185,61.77670907717878,19.019181646165524,35.39373104011653,26.54133924976971,8.852391790346818
Detroit 300,4.485922422236789,26163547200,0.9996470206314929,3550.0,3422.0,1195.0,1641.0,1454.0,187.0,0.00024723635832247745,0.0002473236584712615,0.8779989875729782,0.8463415592886568,0.29555177187315745,0.4058581235513401,0.3596085994172142,0.0462495241341259
