pair_id,pair_cvi_name,zone_name,zone_type,treated,month,crime_count,calls_count,event_time_k,log_calls,month_str,event_time_cat
PAIR_06,New Era CC,CAND_0513,Control,0,2024-12-01,0.0,4.0,16,1.609,2024-12,p16
PAIR_06,New Era CC,CAND_0513,Control,0,2025-01-01,2.0,9.0,17,2.303,2025-01,p17
PAIR_06,New Era CC,CAND_0513,Control,0,2025-02-01,1.0,1.0,18,0.693,2025-02,p18
PAIR_06,New Era CC,CAND_0513,Control,0,2025-03-01,0.0,2.0,19,1.099,2025-03,p19
PAIR_06,New Era CC,CAND_0513,Control,0,2025-04-01,0.0,4.0,20,1.609,2025-04,p20
PAIR_06,New Era CC,CAND_0513,Control,0,2025-05-01,1.0,11.0,21,2.485,2025-05,p21
PAIR_06,New Era CC,CAND_0513,Control,0,2025-06-01,0.0,3.0,22,1.386,2025-06,p22
PAIR_06,New Era CC,CAND_0513,Control,0,2025-07-01,2.0,7.0,23,2.079,2025-07,p23
PAIR_06,New Era CC,CAND_0513,Control,0,2025-08-01,0.0,4.0,24,1.609,2025-08,p24
PAIR_06,New Era CC,New Era CC,CVI,1,2022-08-01,4.0,33.0,-12,3.526,2022-08,m12
PAIR_06,New Era CC,New Era CC,CVI,1,2022-09-01,10.0,31.0,-11,3.466,2022-09,m11
PAIR_06,New Era CC,New Era CC,CVI,1,2022-10-01,5.0,32.0,-10,3.497,2022-10,m10
PAIR_06,New Era CC,New Era CC,CVI,1,2022-11-01,4.5,24.0,-9,3.219,2022-11,m9
PAIR_06,New Era CC,New Era CC,CVI,1,2022-12-01,4.0,24.5,-8,3.239,2022-12,m8
PAIR_06,New Era CC,New Era CC,CVI,1,2023-01-01,6.0,36.0,-7,3.611,2023-01,m7
PAIR_06,New Era CC,New Era CC,CVI,1,2023-02-01,2.0,20.0,-6,3.045,2023-02,m6
PAIR_06,New Era CC,New Era CC,CVI,1,2023-03-01,4.0,22.0,-5,3.135,2023-03,m5
PAIR_06,New Era CC,New Era CC,CVI,1,2023-04-01,5.5,30.0,-4,3.434,2023-04,m4
PAIR_06,New Era CC,New Era CC,CVI,1,2023-05-01,7.0,31.0,-3,3.466,2023-05,m3
PAIR_06,New Era CC,New Era CC,CVI,1,2023-06-01,6.0,34.0,-2,3.555,2023-06,m2
PAIR_06,New Era CC,New Era CC,CVI,1,2023-07-01,10.0,27.0,-1,3.332,2023-07,m1
PAIR_06,New Era CC,New Era CC,CVI,1,2023-08-01,10.0,20.5,0,3.068,2023-08,p0
PAIR_06,New Era CC,New Era CC,CVI,1,2023-09-01,5.0,29.0,1,3.401,2023-09,p1
PAIR_06,New Era CC,New Era CC,CVI,1,2023-10-01,3.0,20.0,2,3.045,2023-10,p2
PAIR_06,New Era CC,New Era CC,CVI,1,2023-11-01,3.0,16.0,3,2.833,2023-11,p3
PAIR_06,New Era CC,New Era CC,CVI,1,2023-12-01,4.0,36.5,4,3.624,2023-12,p4
PAIR_06,New Era CC,New Era CC,CVI,1,2024-01-01,2.0,35.5,5,3.597,2024-01,p5
PAIR_06,New Era CC,New Era CC,CVI,1,2024-02-01,3.0,16.0,6,2.833,2024-02,p6
PAIR_06,New Era CC,New Era CC,CVI,1,2024-03-01,2.0,19.0,7,2.996,2024-03,p7
PAIR_06,New Era CC,New Era CC,CVI,1,2024-04-01,1.0,19.0,8,2.996,2024-04,p8
PAIR_06,New Era CC,New Era CC,CVI,1,2024-05-01,1.5,23.5,9,3.199,2024-05,p9
PAIR_06,New Era CC,New Era CC,CVI,1,2024-06-01,5.0,21.5,10,3.114,2024-06,p10
PAIR_06,New Era CC,New Era CC,CVI,1,2024-07-01,8.0,35.0,11,3.584,2024-07,p11
PAIR_06,New Era CC,New Era CC,CVI,1,2024-08-01,2.0,29.5,12,3.418,2024-08,p12
PAIR_06,New Era CC,New Era CC,CVI,1,2024-09-01,4.0,12.0,13,2.565,2024-09,p13
PAIR_06,New Era CC,New Era CC,CVI,1,2024-10-01,5.0,9.5,14,2.351,2024-10,p14
PAIR_06,New Era CC,New Era CC,CVI,1,2024-11-01,6.0,17.5,15,2.918,2024-11,p15
PAIR_06,New Era CC,New Era CC,CVI,1,2024-12-01,3.5,10.0,16,2.398,2024-12,p16
PAIR_06,New Era CC,New Era CC,CVI,1,2025-01-01,3.0,24.0,17,3.219,2025-01,p17
PAIR_06,New Era CC,New Era CC,CVI,1,2025-02-01,2.0,12.0,18,2.565,2025-02,p18
PAIR_06,New Era CC,New Era CC,CVI,1,2025-03-01,1.0,22.0,19,3.135,2025-03,p19
PAIR_06,New Era CC,New Era CC,CVI,1,2025-04-01,2.0,14.5,20,2.741,2025-04,p20
PAIR_06,New Era CC,New Era CC,CVI,1,2025-05-01,7.0,25.0,21,3.258,2025-05,p21
PAIR_06,New Era CC,New Era CC,CVI,1,2025-06-01,3.0,19.5,22,3.02,2025-06,p22
PAIR_06,New Era CC,New Era CC,CVI,1,2025-07-01,5.0,18.0,23,2.944,2025-07,p23
PAIR_06,New Era CC,New Era CC,CVI,1,2025-08-01,5.0,19.0,24,2.996,2025-08,p24
