pair_id,pair_cvi_name,zone_name,zone_type,treated,month,crime_count,calls_count,post,treated_post,log_calls,month_str,zone_id
PAIR_02,Detroit Friends & Family,Detroit Friends & Family,CVI,1,2023-02-01,8.0,179.5,0,0,5.196,2023-02,Detroit Friends & Family
PAIR_02,Detroit Friends & Family,Detroit Friends & Family,CVI,1,2023-03-01,4.0,98.0,0,0,4.595,2023-03,Detroit Friends & Family
PAIR_02,Detroit Friends & Family,Detroit Friends & Family,CVI,1,2023-04-01,2.0,19.0,0,0,2.996,2023-04,Detroit Friends & Family
PAIR_02,Detroit Friends & Family,Detroit Friends & Family,CVI,1,2023-05-01,3.0,24.0,0,0,3.219,2023-05,Detroit Friends & Family
PAIR_02,Detroit Friends & Family,Detroit Friends & Family,CVI,1,2023-06-01,9.0,25.0,0,0,3.258,2023-06,Detroit Friends & Family
PAIR_02,Detroit Friends & Family,Detroit Friends & Family,CVI,1,2023-07-01,5.0,21.0,0,0,3.091,2023-07,Detroit Friends & Family
PAIR_02,Detroit Friends & Family,Detroit Friends & Family,CVI,1,2023-08-01,7.0,19.0,1,1,2.996,2023-08,Detroit Friends & Family
PAIR_02,Detroit Friends & Family,Detroit Friends & Family,CVI,1,2023-09-01,8.0,15.0,1,1,2.773,2023-09,Detroit Friends & Family
PAIR_02,Detroit Friends & Family,Detroit Friends & Family,CVI,1,2023-10-01,2.0,22.0,1,1,3.135,2023-10,Detroit Friends & Family
PAIR_02,Detroit Friends & Family,Detroit Friends & Family,CVI,1,2023-11-01,2.0,19.0,1,1,2.996,2023-11,Detroit Friends & Family
PAIR_02,Detroit Friends & Family,Detroit Friends & Family,CVI,1,2023-12-01,2.0,14.0,1,1,2.708,2023-12,Detroit Friends & Family
PAIR_02,Detroit Friends & Family,Detroit Friends & Family,CVI,1,2024-01-01,5.0,16.0,1,1,2.833,2024-01,Detroit Friends & Family
PAIR_02,Detroit Friends & Family,Detroit Friends & Family,CVI,1,2024-02-01,3.0,18.0,1,1,2.944,2024-02,Detroit Friends & Family
PAIR_02,Detroit Friends & Family,Detroit Friends & Family,CVI,1,2024-03-01,4.5,8.0,1,1,2.197,2024-03,Detroit Friends & Family
PAIR_02,Detroit Friends & Family,Detroit Friends & Family,CVI,1,2024-04-01,6.0,17.0,1,1,2.89,2024-04,Detroit Friends & Family
PAIR_02,Detroit Friends & Family,Detroit Friends & Family,CVI,1,2024-05-01,10.0,20.0,1,1,3.045,2024-05,Detroit Friends & Family
PAIR_02,Detroit Friends & Family,Detroit Friends & Family,CVI,1,2024-06-01,3.0,14.0,1,1,2.708,2024-06,Detroit Friends & Family
PAIR_02,Detroit Friends & Family,Detroit Friends & Family,CVI,1,2024-07-01,2.0,12.0,1,1,2.565,2024-07,Detroit Friends & Family
PAIR_02,Detroit Friends & Family,Detroit Friends & Family,CVI,1,2024-08-01,2.0,17.0,1,1,2.89,2024-08,Detroit Friends & Family
PAIR_02,Detroit Friends & Family,Detroit Friends & Family,CVI,1,2024-09-01,0.0,14.0,1,1,2.708,2024-09,Detroit Friends & Family
PAIR_02,Detroit Friends & Family,Detroit Friends & Family,CVI,1,2024-10-01,1.0,13.0,1,1,2.639,2024-10,Detroit Friends & Family
PAIR_02,Detroit Friends & Family,Detroit Friends & Family,CVI,1,2024-11-01,3.0,10.0,1,1,2.398,2024-11,Detroit Friends & Family
PAIR_02,Detroit Friends & Family,Detroit Friends & Family,CVI,1,2024-12-01,2.0,12.0,1,1,2.565,2024-12,Detroit Friends & Family
PAIR_02,Detroit Friends & Family,Detroit Friends & Family,CVI,1,2025-01-01,5.0,15.0,1,1,2.773,2025-01,Detroit Friends & Family
PAIR_02,Detroit Friends & Family,Detroit Friends & Family,CVI,1,2025-02-01,2.0,3.0,1,1,1.386,2025-02,Detroit Friends & Family
PAIR_02,Detroit Friends & Family,Detroit Friends & Family,CVI,1,2025-03-01,3.0,10.0,1,1,2.398,2025-03,Detroit Friends & Family
PAIR_02,Detroit Friends & Family,Detroit Friends & Family,CVI,1,2025-04-01,4.0,13.0,1,1,2.639,2025-04,Detroit Friends & Family
PAIR_02,Detroit Friends & Family,Detroit Friends & Family,CVI,1,2025-05-01,1.0,15.0,1,1,2.773,2025-05,Detroit Friends & Family
PAIR_02,Detroit Friends & Family,Detroit Friends & Family,CVI,1,2025-06-01,7.0,25.0,1,1,3.258,2025-06,Detroit Friends & Family
PAIR_02,Detroit Friends & Family,Detroit Friends & Family,CVI,1,2025-07-01,5.0,15.0,1,1,2.773,2025-07,Detroit Friends & Family
PAIR_02,Detroit Friends & Family,Detroit Friends & Family,CVI,1,2025-08-01,4.0,15.0,1,1,2.773,2025-08,Detroit Friends & Family
PAIR_02,Detroit Friends & Family,Detroit Friends & Family,CVI,1,2025-09-01,1.0,11.0,1,1,2.485,2025-09,Detroit Friends & Family
PAIR_02,Detroit Friends & Family,Detroit Friends & Family,CVI,1,2025-10-01,3.0,8.0,1,1,2.197,2025-10,Detroit Friends & Family
PAIR_02,Detroit Friends & Family,Detroit Friends & Family,CVI,1,2025-11-01,5.0,3.0,1,1,1.386,2025-11,Detroit Friends & Family
PAIR_02,Detroit Friends & Family,Detroit Friends & Family,CVI,1,2025-12-01,1.0,9.0,1,1,2.303,2025-12,Detroit Friends & Family
PAIR_02,Detroit Friends & Family,Detroit Friends & Family,CVI,1,2026-01-01,1.0,8.0,1,1,2.197,2026-01,Detroit Friends & Family
PAIR_02,Detroit Friends & Family,Detroit Friends & Family,CVI,1,2026-02-01,0.0,3.0,1,1,1.386,2026-02,Detroit Friends & Family
PAIR_02,Detroit Friends & Family,Detroit Friends & Family,CVI,1,2026-03-01,0.0,3.0,1,1,1.386,2026-03,Detroit Friends & Family
PAIR_03,Detroit Peoples Community,CAND_0108,Control,0,2021-01-01,1.0,10.0,0,0,2.398,2021-01,CAND_0108
PAIR_03,Detroit Peoples Community,CAND_0108,Control,0,2021-02-01,1.0,11.0,0,0,2.485,2021-02,CAND_0108
PAIR_03,Detroit Peoples Community,CAND_0108,Control,0,2021-03-01,2.0,8.0,0,0,2.197,2021-03,CAND_0108
PAIR_03,Detroit Peoples Community,CAND_0108,Control,0,2021-04-01,4.0,10.0,0,0,2.398,2021-04,CAND_0108
PAIR_03,Detroit Peoples Community,CAND_0108,Control,0,2021-05-01,4.0,12.0,0,0,2.565,2021-05,CAND_0108
PAIR_03,Detroit Peoples Community,CAND_0108,Control,0,2021-06-01,1.0,12.0,0,0,2.565,2021-06,CAND_0108
PAIR_03,Detroit Peoples Community,CAND_0108,Control,0,2021-07-01,3.0,5.0,0,0,1.792,2021-07,CAND_0108
PAIR_03,Detroit Peoples Community,CAND_0108,Control,0,2021-08-01,2.0,10.0,0,0,2.398,2021-08,CAND_0108
PAIR_03,Detroit Peoples Community,CAND_0108,Control,0,2021-09-01,3.0,8.0,0,0,2.197,2021-09,CAND_0108
PAIR_03,Detroit Peoples Community,CAND_0108,Control,0,2021-10-01,2.0,9.0,0,0,2.303,2021-10,CAND_0108
PAIR_03,Detroit Peoples Community,CAND_0108,Control,0,2021-11-01,1.0,8.0,0,0,2.197,2021-11,CAND_0108
PAIR_03,Detroit Peoples Community,CAND_0108,Control,0,2021-12-01,0.0,7.0,0,0,2.079,2021-12,CAND_0108
PAIR_03,Detroit Peoples Community,CAND_0108,Control,0,2022-01-01,1.0,7.0,0,0,2.079,2022-01,CAND_0108
PAIR_03,Detroit Peoples Community,CAND_0108,Control,0,2022-02-01,0.0,5.0,0,0,1.792,2022-02,CAND_0108
PAIR_03,Detroit Peoples Community,CAND_0108,Control,0,2022-03-01,1.0,4.0,0,0,1.609,2022-03,CAND_0108
PAIR_03,Detroit Peoples Community,CAND_0108,Control,0,2022-04-01,0.0,8.0,0,0,2.197,2022-04,CAND_0108
PAIR_03,Detroit Peoples Community,CAND_0108,Control,0,2022-05-01,3.0,15.0,0,0,2.773,2022-05,CAND_0108
PAIR_03,Detroit Peoples Community,CAND_0108,Control,0,2022-06-01,5.0,8.0,0,0,2.197,2022-06,CAND_0108
PAIR_03,Detroit Peoples Community,CAND_0108,Control,0,2022-07-01,1.0,6.0,0,0,1.946,2022-07,CAND_0108
PAIR_03,Detroit Peoples Community,CAND_0108,Control,0,2022-08-01,2.0,3.0,0,0,1.386,2022-08,CAND_0108
PAIR_03,Detroit Peoples Community,CAND_0108,Control,0,2022-09-01,1.0,11.0,0,0,2.485,2022-09,CAND_0108
PAIR_03,Detroit Peoples Community,CAND_0108,Control,0,2022-10-01,1.0,8.0,0,0,2.197,2022-10,CAND_0108
PAIR_03,Detroit Peoples Community,CAND_0108,Control,0,2022-11-01,0.0,10.0,0,0,2.398,2022-11,CAND_0108
PAIR_03,Detroit Peoples Community,CAND_0108,Control,0,2022-12-01,0.0,10.0,0,0,2.398,2022-12,CAND_0108
PAIR_03,Detroit Peoples Community,CAND_0108,Control,0,2023-01-01,0.0,9.0,0,0,2.303,2023-01,CAND_0108
PAIR_03,Detroit Peoples Community,CAND_0108,Control,0,2023-02-01,1.0,2.0,0,0,1.099,2023-02,CAND_0108
PAIR_03,Detroit Peoples Community,CAND_0108,Control,0,2023-03-01,0.0,4.0,0,0,1.609,2023-03,CAND_0108
PAIR_03,Detroit Peoples Community,CAND_0108,Control,0,2023-04-01,2.0,5.0,0,0,1.792,2023-04,CAND_0108
PAIR_03,Detroit Peoples Community,CAND_0108,Control,0,2023-05-01,0.0,13.0,0,0,2.639,2023-05,CAND_0108
PAIR_03,Detroit Peoples Community,CAND_0108,Control,0,2023-06-01,0.0,5.0,0,0,1.792,2023-06,CAND_0108
PAIR_03,Detroit Peoples Community,CAND_0108,Control,0,2023-07-01,0.0,8.0,0,0,2.197,2023-07,CAND_0108
PAIR_03,Detroit Peoples Community,CAND_0108,Control,0,2023-08-01,2.0,6.0,1,0,1.946,2023-08,CAND_0108
PAIR_03,Detroit Peoples Community,CAND_0108,Control,0,2023-09-01,3.0,9.0,1,0,2.303,2023-09,CAND_0108
PAIR_03,Detroit Peoples Community,CAND_0108,Control,0,2023-10-01,1.0,6.0,1,0,1.946,2023-10,CAND_0108
PAIR_03,Detroit Peoples Community,CAND_0108,Control,0,2023-11-01,0.0,6.0,1,0,1.946,2023-11,CAND_0108
PAIR_03,Detroit Peoples Community,CAND_0108,Control,0,2023-12-01,1.0,5.0,1,0,1.792,2023-12,CAND_0108
PAIR_03,Detroit Peoples Community,CAND_0108,Control,0,2024-01-01,0.0,3.0,1,0,1.386,2024-01,CAND_0108
PAIR_03,Detroit Peoples Community,CAND_0108,Control,0,2024-02-01,0.0,5.0,1,0,1.792,2024-02,CAND_0108
PAIR_03,Detroit Peoples Community,CAND_0108,Control,0,2024-03-01,1.0,2.0,1,0,1.099,2024-03,CAND_0108
PAIR_03,Detroit Peoples Community,CAND_0108,Control,0,2024-04-01,1.0,7.0,1,0,2.079,2024-04,CAND_0108
PAIR_03,Detroit Peoples Community,CAND_0108,Control,0,2024-05-01,0.0,8.0,1,0,2.197,2024-05,CAND_0108
PAIR_03,Detroit Peoples Community,CAND_0108,Control,0,2024-06-01,0.0,4.0,1,0,1.609,2024-06,CAND_0108
PAIR_03,Detroit Peoples Community,CAND_0108,Control,0,2024-07-01,2.0,12.0,1,0,2.565,2024-07,CAND_0108
PAIR_03,Detroit Peoples Community,CAND_0108,Control,0,2024-08-01,1.0,12.0,1,0,2.565,2024-08,CAND_0108
PAIR_03,Detroit Peoples Community,CAND_0108,Control,0,2024-09-01,1.0,6.0,1,0,1.946,2024-09,CAND_0108
PAIR_03,Detroit Peoples Community,CAND_0108,Control,0,2024-10-01,0.0,5.0,1,0,1.792,2024-10,CAND_0108
PAIR_03,Detroit Peoples Community,CAND_0108,Control,0,2024-11-01,0.0,4.0,1,0,1.609,2024-11,CAND_0108
PAIR_03,Detroit Peoples Community,CAND_0108,Control,0,2024-12-01,0.0,3.0,1,0,1.386,2024-12,CAND_0108
PAIR_03,Detroit Peoples Community,CAND_0108,Control,0,2025-01-01,0.0,7.0,1,0,2.079,2025-01,CAND_0108
PAIR_03,Detroit Peoples Community,CAND_0108,Control,0,2025-02-01,0.0,3.0,1,0,1.386,2025-02,CAND_0108
PAIR_03,Detroit Peoples Community,CAND_0108,Control,0,2025-03-01,0.0,2.0,1,0,1.099,2025-03,CAND_0108
PAIR_03,Detroit Peoples Community,CAND_0108,Control,0,2025-04-01,0.0,2.0,1,0,1.099,2025-04,CAND_0108
PAIR_03,Detroit Peoples Community,CAND_0108,Control,0,2025-05-01,2.0,1.0,1,0,0.693,2025-05,CAND_0108
PAIR_03,Detroit Peoples Community,CAND_0108,Control,0,2025-06-01,0.0,3.0,1,0,1.386,2025-06,CAND_0108
PAIR_03,Detroit Peoples Community,CAND_0108,Control,0,2025-07-01,1.0,8.0,1,0,2.197,2025-07,CAND_0108
PAIR_03,Detroit Peoples Community,CAND_0108,Control,0,2025-08-01,1.0,2.0,1,0,1.099,2025-08,CAND_0108
PAIR_03,Detroit Peoples Community,CAND_0108,Control,0,2025-09-01,3.0,5.0,1,0,1.792,2025-09,CAND_0108
PAIR_03,Detroit Peoples Community,CAND_0108,Control,0,2025-10-01,1.0,1.0,1,0,0.693,2025-10,CAND_0108
PAIR_03,Detroit Peoples Community,CAND_0108,Control,0,2025-11-01,0.0,3.0,1,0,1.386,2025-11,CAND_0108
PAIR_03,Detroit Peoples Community,CAND_0108,Control,0,2025-12-01,0.0,2.0,1,0,1.099,2025-12,CAND_0108
PAIR_03,Detroit Peoples Community,CAND_0108,Control,0,2026-01-01,1.0,4.0,1,0,1.609,2026-01,CAND_0108
PAIR_03,Detroit Peoples Community,CAND_0108,Control,0,2026-02-01,0.0,3.0,1,0,1.386,2026-02,CAND_0108
PAIR_03,Detroit Peoples Community,CAND_0108,Control,0,2026-03-01,0.0,1.0,1,0,0.693,2026-03,CAND_0108
PAIR_03,Detroit Peoples Community,Detroit Peoples Community,CVI,1,2021-01-01,2.0,29.0,0,0,3.401,2021-01,Detroit Peoples Community
PAIR_03,Detroit Peoples Community,Detroit Peoples Community,CVI,1,2021-02-01,3.0,40.0,0,0,3.714,2021-02,Detroit Peoples Community
PAIR_03,Detroit Peoples Community,Detroit Peoples Community,CVI,1,2021-03-01,1.0,55.0,0,0,4.025,2021-03,Detroit Peoples Community
PAIR_03,Detroit Peoples Community,Detroit Peoples Community,CVI,1,2021-04-01,4.0,81.0,0,0,4.407,2021-04,Detroit Peoples Community
PAIR_03,Detroit Peoples Community,Detroit Peoples Community,CVI,1,2021-05-01,11.0,117.0,0,0,4.771,2021-05,Detroit Peoples Community
PAIR_03,Detroit Peoples Community,Detroit Peoples Community,CVI,1,2021-06-01,5.0,75.0,0,0,4.331,2021-06,Detroit Peoples Community
PAIR_03,Detroit Peoples Community,Detroit Peoples Community,CVI,1,2021-07-01,5.0,85.0,0,0,4.454,2021-07,Detroit Peoples Community
PAIR_03,Detroit Peoples Community,Detroit Peoples Community,CVI,1,2021-08-01,4.0,91.0,0,0,4.522,2021-08,Detroit Peoples Community
PAIR_03,Detroit Peoples Community,Detroit Peoples Community,CVI,1,2021-09-01,8.0,79.0,0,0,4.382,2021-09,Detroit Peoples Community
PAIR_03,Detroit Peoples Community,Detroit Peoples Community,CVI,1,2021-10-01,6.0,76.0,0,0,4.344,2021-10,Detroit Peoples Community
PAIR_03,Detroit Peoples Community,Detroit Peoples Community,CVI,1,2021-11-01,10.0,85.0,0,0,4.454,2021-11,Detroit Peoples Community
PAIR_03,Detroit Peoples Community,Detroit Peoples Community,CVI,1,2021-12-01,5.0,61.0,0,0,4.127,2021-12,Detroit Peoples Community
PAIR_03,Detroit Peoples Community,Detroit Peoples Community,CVI,1,2022-01-01,8.0,61.0,0,0,4.127,2022-01,Detroit Peoples Community
PAIR_03,Detroit Peoples Community,Detroit Peoples Community,CVI,1,2022-02-01,2.0,49.0,0,0,3.912,2022-02,Detroit Peoples Community
PAIR_03,Detroit Peoples Community,Detroit Peoples Community,CVI,1,2022-03-01,4.0,55.0,0,0,4.025,2022-03,Detroit Peoples Community
PAIR_03,Detroit Peoples Community,Detroit Peoples Community,CVI,1,2022-04-01,3.0,80.0,0,0,4.394,2022-04,Detroit Peoples Community
PAIR_03,Detroit Peoples Community,Detroit Peoples Community,CVI,1,2022-05-01,6.0,91.0,0,0,4.522,2022-05,Detroit Peoples Community
PAIR_03,Detroit Peoples Community,Detroit Peoples Community,CVI,1,2022-06-01,6.0,74.0,0,0,4.317,2022-06,Detroit Peoples Community
PAIR_03,Detroit Peoples Community,Detroit Peoples Community,CVI,1,2022-07-01,6.0,82.0,0,0,4.419,2022-07,Detroit Peoples Community
PAIR_03,Detroit Peoples Community,Detroit Peoples Community,CVI,1,2022-08-01,4.0,71.0,0,0,4.277,2022-08,Detroit Peoples Community
PAIR_03,Detroit Peoples Community,Detroit Peoples Community,CVI,1,2022-09-01,6.0,83.0,0,0,4.431,2022-09,Detroit Peoples Community
PAIR_03,Detroit Peoples Community,Detroit Peoples Community,CVI,1,2022-10-01,5.0,79.0,0,0,4.382,2022-10,Detroit Peoples Community
PAIR_03,Detroit Peoples Community,Detroit Peoples Community,CVI,1,2022-11-01,2.0,67.0,0,0,4.22,2022-11,Detroit Peoples Community
PAIR_03,Detroit Peoples Community,Detroit Peoples Community,CVI,1,2022-12-01,6.0,85.0,0,0,4.454,2022-12,Detroit Peoples Community
PAIR_03,Detroit Peoples Community,Detroit Peoples Community,CVI,1,2023-01-01,5.0,79.0,0,0,4.382,2023-01,Detroit Peoples Community
PAIR_03,Detroit Peoples Community,Detroit Peoples Community,CVI,1,2023-02-01,4.0,78.0,0,0,4.369,2023-02,Detroit Peoples Community
PAIR_03,Detroit Peoples Community,Detroit Peoples Community,CVI,1,2023-03-01,2.0,46.0,0,0,3.85,2023-03,Detroit Peoples Community
PAIR_03,Detroit Peoples Community,Detroit Peoples Community,CVI,1,2023-04-01,1.0,23.0,0,0,3.178,2023-04,Detroit Peoples Community
PAIR_03,Detroit Peoples Community,Detroit Peoples Community,CVI,1,2023-05-01,5.0,20.0,0,0,3.045,2023-05,Detroit Peoples Community
PAIR_03,Detroit Peoples Community,Detroit Peoples Community,CVI,1,2023-06-01,2.0,29.0,0,0,3.401,2023-06,Detroit Peoples Community
PAIR_03,Detroit Peoples Community,Detroit Peoples Community,CVI,1,2023-07-01,5.0,18.0,0,0,2.944,2023-07,Detroit Peoples Community
PAIR_03,Detroit Peoples Community,Detroit Peoples Community,CVI,1,2023-08-01,4.0,24.0,1,1,3.219,2023-08,Detroit Peoples Community
PAIR_03,Detroit Peoples Community,Detroit Peoples Community,CVI,1,2023-09-01,6.0,18.0,1,1,2.944,2023-09,Detroit Peoples Community
PAIR_03,Detroit Peoples Community,Detroit Peoples Community,CVI,1,2023-10-01,3.0,18.0,1,1,2.944,2023-10,Detroit Peoples Community
PAIR_03,Detroit Peoples Community,Detroit Peoples Community,CVI,1,2023-11-01,2.0,9.0,1,1,2.303,2023-11,Detroit Peoples Community
PAIR_03,Detroit Peoples Community,Detroit Peoples Community,CVI,1,2023-12-01,2.0,24.0,1,1,3.219,2023-12,Detroit Peoples Community
PAIR_03,Detroit Peoples Community,Detroit Peoples Community,CVI,1,2024-01-01,3.0,13.0,1,1,2.639,2024-01,Detroit Peoples Community
PAIR_03,Detroit Peoples Community,Detroit Peoples Community,CVI,1,2024-02-01,1.0,11.0,1,1,2.485,2024-02,Detroit Peoples Community
PAIR_03,Detroit Peoples Community,Detroit Peoples Community,CVI,1,2024-03-01,4.0,12.0,1,1,2.565,2024-03,Detroit Peoples Community
PAIR_03,Detroit Peoples Community,Detroit Peoples Community,CVI,1,2024-04-01,6.0,12.0,1,1,2.565,2024-04,Detroit Peoples Community
PAIR_03,Detroit Peoples Community,Detroit Peoples Community,CVI,1,2024-05-01,8.0,21.0,1,1,3.091,2024-05,Detroit Peoples Community
PAIR_03,Detroit Peoples Community,Detroit Peoples Community,CVI,1,2024-06-01,5.0,27.0,1,1,3.332,2024-06,Detroit Peoples Community
PAIR_03,Detroit Peoples Community,Detroit Peoples Community,CVI,1,2024-07-01,2.0,21.0,1,1,3.091,2024-07,Detroit Peoples Community
PAIR_03,Detroit Peoples Community,Detroit Peoples Community,CVI,1,2024-08-01,1.0,12.0,1,1,2.565,2024-08,Detroit Peoples Community
PAIR_03,Detroit Peoples Community,Detroit Peoples Community,CVI,1,2024-09-01,0.0,9.0,1,1,2.303,2024-09,Detroit Peoples Community
PAIR_03,Detroit Peoples Community,Detroit Peoples Community,CVI,1,2024-10-01,6.0,9.0,1,1,2.303,2024-10,Detroit Peoples Community
PAIR_03,Detroit Peoples Community,Detroit Peoples Community,CVI,1,2024-11-01,3.0,5.0,1,1,1.792,2024-11,Detroit Peoples Community
PAIR_03,Detroit Peoples Community,Detroit Peoples Community,CVI,1,2024-12-01,5.0,14.0,1,1,2.708,2024-12,Detroit Peoples Community
PAIR_03,Detroit Peoples Community,Detroit Peoples Community,CVI,1,2025-01-01,4.0,16.0,1,1,2.833,2025-01,Detroit Peoples Community
PAIR_03,Detroit Peoples Community,Detroit Peoples Community,CVI,1,2025-02-01,3.0,7.0,1,1,2.079,2025-02,Detroit Peoples Community
PAIR_03,Detroit Peoples Community,Detroit Peoples Community,CVI,1,2025-03-01,2.0,11.0,1,1,2.485,2025-03,Detroit Peoples Community
PAIR_03,Detroit Peoples Community,Detroit Peoples Community,CVI,1,2025-04-01,8.0,11.0,1,1,2.485,2025-04,Detroit Peoples Community
PAIR_03,Detroit Peoples Community,Detroit Peoples Community,CVI,1,2025-05-01,8.0,16.0,1,1,2.833,2025-05,Detroit Peoples Community
PAIR_03,Detroit Peoples Community,Detroit Peoples Community,CVI,1,2025-06-01,2.0,18.0,1,1,2.944,2025-06,Detroit Peoples Community
PAIR_03,Detroit Peoples Community,Detroit Peoples Community,CVI,1,2025-07-01,5.0,14.0,1,1,2.708,2025-07,Detroit Peoples Community
PAIR_03,Detroit Peoples Community,Detroit Peoples Community,CVI,1,2025-08-01,4.0,16.0,1,1,2.833,2025-08,Detroit Peoples Community
PAIR_03,Detroit Peoples Community,Detroit Peoples Community,CVI,1,2025-09-01,2.0,17.0,1,1,2.89,2025-09,Detroit Peoples Community
PAIR_03,Detroit Peoples Community,Detroit Peoples Community,CVI,1,2025-10-01,1.0,8.0,1,1,2.197,2025-10,Detroit Peoples Community
PAIR_03,Detroit Peoples Community,Detroit Peoples Community,CVI,1,2025-11-01,3.0,8.0,1,1,2.197,2025-11,Detroit Peoples Community
PAIR_03,Detroit Peoples Community,Detroit Peoples Community,CVI,1,2025-12-01,0.0,11.0,1,1,2.485,2025-12,Detroit Peoples Community
PAIR_03,Detroit Peoples Community,Detroit Peoples Community,CVI,1,2026-01-01,3.0,10.0,1,1,2.398,2026-01,Detroit Peoples Community
PAIR_03,Detroit Peoples Community,Detroit Peoples Community,CVI,1,2026-02-01,2.0,8.0,1,1,2.197,2026-02,Detroit Peoples Community
PAIR_03,Detroit Peoples Community,Detroit Peoples Community,CVI,1,2026-03-01,0.0,3.0,1,1,1.386,2026-03,Detroit Peoples Community
PAIR_04,Force Detroit,CAND_0213,Control,0,2021-01-01,0.0,9.0,0,0,2.303,2021-01,CAND_0213
PAIR_04,Force Detroit,CAND_0213,Control,0,2021-02-01,1.0,7.0,0,0,2.079,2021-02,CAND_0213
PAIR_04,Force Detroit,CAND_0213,Control,0,2021-03-01,4.0,8.0,0,0,2.197,2021-03,CAND_0213
PAIR_04,Force Detroit,CAND_0213,Control,0,2021-04-01,1.0,7.0,0,0,2.079,2021-04,CAND_0213
PAIR_04,Force Detroit,CAND_0213,Control,0,2021-05-01,2.0,10.0,0,0,2.398,2021-05,CAND_0213
PAIR_04,Force Detroit,CAND_0213,Control,0,2021-06-01,1.0,12.0,0,0,2.565,2021-06,CAND_0213
PAIR_04,Force Detroit,CAND_0213,Control,0,2021-07-01,2.0,15.0,0,0,2.773,2021-07,CAND_0213
PAIR_04,Force Detroit,CAND_0213,Control,0,2021-08-01,1.0,11.0,0,0,2.485,2021-08,CAND_0213
PAIR_04,Force Detroit,CAND_0213,Control,0,2021-09-01,4.0,18.0,0,0,2.944,2021-09,CAND_0213
PAIR_04,Force Detroit,CAND_0213,Control,0,2021-10-01,2.0,17.0,0,0,2.89,2021-10,CAND_0213
PAIR_04,Force Detroit,CAND_0213,Control,0,2021-11-01,1.0,5.0,0,0,1.792,2021-11,CAND_0213
PAIR_04,Force Detroit,CAND_0213,Control,0,2021-12-01,3.0,6.0,0,0,1.946,2021-12,CAND_0213
PAIR_04,Force Detroit,CAND_0213,Control,0,2022-01-01,1.0,5.0,0,0,1.792,2022-01,CAND_0213
PAIR_04,Force Detroit,CAND_0213,Control,0,2022-02-01,1.0,5.0,0,0,1.792,2022-02,CAND_0213
PAIR_04,Force Detroit,CAND_0213,Control,0,2022-03-01,3.0,9.0,0,0,2.303,2022-03,CAND_0213
PAIR_04,Force Detroit,CAND_0213,Control,0,2022-04-01,1.0,6.0,0,0,1.946,2022-04,CAND_0213
PAIR_04,Force Detroit,CAND_0213,Control,0,2022-05-01,4.0,14.0,0,0,2.708,2022-05,CAND_0213
PAIR_04,Force Detroit,CAND_0213,Control,0,2022-06-01,2.0,11.0,0,0,2.485,2022-06,CAND_0213
PAIR_04,Force Detroit,CAND_0213,Control,0,2022-07-01,6.0,9.0,0,0,2.303,2022-07,CAND_0213
PAIR_04,Force Detroit,CAND_0213,Control,0,2022-08-01,3.0,10.0,0,0,2.398,2022-08,CAND_0213
PAIR_04,Force Detroit,CAND_0213,Control,0,2022-09-01,1.0,7.0,0,0,2.079,2022-09,CAND_0213
PAIR_04,Force Detroit,CAND_0213,Control,0,2022-10-01,1.0,10.0,0,0,2.398,2022-10,CAND_0213
PAIR_04,Force Detroit,CAND_0213,Control,0,2022-11-01,0.0,7.0,0,0,2.079,2022-11,CAND_0213
PAIR_04,Force Detroit,CAND_0213,Control,0,2022-12-01,0.0,9.0,0,0,2.303,2022-12,CAND_0213
PAIR_04,Force Detroit,CAND_0213,Control,0,2023-01-01,0.0,15.0,0,0,2.773,2023-01,CAND_0213
PAIR_04,Force Detroit,CAND_0213,Control,0,2023-02-01,2.0,12.0,0,0,2.565,2023-02,CAND_0213
PAIR_04,Force Detroit,CAND_0213,Control,0,2023-03-01,0.0,14.0,0,0,2.708,2023-03,CAND_0213
PAIR_04,Force Detroit,CAND_0213,Control,0,2023-04-01,0.0,7.0,0,0,2.079,2023-04,CAND_0213
PAIR_04,Force Detroit,CAND_0213,Control,0,2023-05-01,1.0,7.0,0,0,2.079,2023-05,CAND_0213
PAIR_04,Force Detroit,CAND_0213,Control,0,2023-06-01,2.0,9.0,0,0,2.303,2023-06,CAND_0213
PAIR_04,Force Detroit,CAND_0213,Control,0,2023-07-01,9.0,10.0,0,0,2.398,2023-07,CAND_0213
PAIR_04,Force Detroit,CAND_0213,Control,0,2023-08-01,0.0,14.0,1,0,2.708,2023-08,CAND_0213
PAIR_04,Force Detroit,CAND_0213,Control,0,2023-09-01,3.0,10.0,1,0,2.398,2023-09,CAND_0213
PAIR_04,Force Detroit,CAND_0213,Control,0,2023-10-01,0.0,6.0,1,0,1.946,2023-10,CAND_0213
PAIR_04,Force Detroit,CAND_0213,Control,0,2023-11-01,0.0,8.0,1,0,2.197,2023-11,CAND_0213
PAIR_04,Force Detroit,CAND_0213,Control,0,2023-12-01,0.0,9.0,1,0,2.303,2023-12,CAND_0213
PAIR_04,Force Detroit,CAND_0213,Control,0,2024-01-01,2.0,5.0,1,0,1.792,2024-01,CAND_0213
PAIR_04,Force Detroit,CAND_0213,Control,0,2024-02-01,1.0,6.0,1,0,1.946,2024-02,CAND_0213
